Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equaliser	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Today Is My Birthday	Storm		Lovers Vol 1						Lovers Rock	3869511	240			1		1980	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Storm:Lovers Vol 1:01 Today Is My Birthday.mp3
Spell	Sylvia Tella		Lovers Vol 1						Lovers Rock	5416230	333			3		2003	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Sylvia Tella:Lovers Vol 1:03 Spell.mp3
Fall in Love With You	Ting Stewart		Lovers Vol 1						Lovers Rock	4428781	276			2		1983	16/01/2011, 17:02	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Ting Stewart:Lovers Vol 1:02 Fall in Love With You.mp3
Give Love A Try 	Trevor Walters		Lovers Vol 1						Lovers Rock	3167841	196			4		1981	17/01/2011, 19:06	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Trevor Walters:Lovers Vol 1:04 Give Love A Try.mp3
Stuck On You	Trevor Walters		Lovers Vol 1						Lovers Rock	3987302	245			4			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Trevor Walters:Lovers Vol 1:04 Stuck On You.mp3
Love Me Tonight	Trevor Walters		Lovers Vol 1						Lovers Rock	4464183	277			15		1981	17/09/2018, 22:50	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Trevor Walters:Lovers Vol 1:15 Love Me Tonight.mp3
Stuck On You	Trevor Walters		Lovers Vol 1						Lovers Rock	3926526	245			32			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Trevor Walters:Lovers Vol 1:32 Stuck On You.mp3
Since You're Gone	Triston Palmer		Lovers Vol 1						Lovers Rock	5317530	221			6		1994	16/01/2011, 00:49	17/09/2018, 22:43	192	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Various Artists:Lovers Vol 1:06 Since You're Gone.mp3
Jealousy	TT Ross		Lovers Vol 1						Lovers Rock	3111834	193					2007	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Good Charlotte:Lovers Vol 1:Jealousy.mp3
I Need A Girl	Victor Romero Evans		Lovers Vol 1						Lovers Rock	4524369	280			5			16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Victor Romero Evans:Lovers Vol 1:05 I Need A Girl.mp3
Miss Attractive 	Victor Romero Evans		Lovers Vol 1						Lovers Rock	3430695	213			13		1982	17/09/2018, 22:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Victor Romero Evans:Lovers Vol 1:13 Miss Attractive.mp3
At The Club	Victor Romero Evans		Lovers Vol 1						Lovers Rock	7303841	326						16/01/2011, 00:49	17/09/2018, 22:43	177	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Victor Romero Evans:Lovers Vol 1:At The Club.mp3
Sugar Love	Vivan Jones		Lovers Vol 1						Lovers Rock	4640687	289						16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Vivan Jones:Lovers Vol 1:Sugar Love.mp3
Dim The Lights	Winston Reedy	Winston Reedy	Lovers Vol 1						Lovers Rock	3526646	216			3		1985	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Various Artists:Lovers Vol 1:03 Dim The Lights.mp3
Paradise In Your Eyes	Winston Reedy		Lovers Vol 1						Lovers Rock	4118990	255			3		1982	16/01/2011, 00:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Winston Reedy:Lovers Vol 1:03 Paradise In Your Eyes.mp3
daughter of zion 	Winston Reedy		Lovers Vol 1						Lovers Rock	4117820	257			12		2005	17/09/2018, 22:49	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Winston Reedy:Lovers Vol 1:12 daughter of zion.mp3
Baby Love	Winston Reedy		Lovers Vol 1						Lovers Rock	2022591	252			20		1984	17/09/2018, 22:49	17/09/2018, 22:43	64	22050		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Winston Reedy:Lovers Vol 1:20 Baby Love.mp3
This Love	Zuruchi		Lovers Vol 1						Lovers Rock	3376360	209			12			16/01/2011, 16:48	17/09/2018, 22:43	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Zuruchi:Lovers Vol 1:12 This Love.mp3
Emotions	15 16 17		Lovers Vol 1						Lovers Rock	4118990	255			6		1978	16/01/2011, 00:49	17/09/2018, 22:20	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:15 16 17:Lovers Vol 1:06 Emotions.mp3
Goodtimes	15 16 17		Lovers Vol 1						Lovers Rock	4507233	279			14		1979	16/01/2011, 00:48	17/09/2018, 22:21	128	44100		MPEG audio file					1	17/09/2018, 22:21		MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:15 16 17:Lovers Vol 1:14 Goodtimes.mp3
Black Skin Boys	15 16 17		Lovers Vol 1						Lovers Rock	3672652	227			17		1977	16/01/2011, 00:48	17/09/2018, 22:18	128	44100		MPEG audio file								MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:15 16 17:Lovers Vol 1:17 Black Skin Boys.mp3
Only Sixteen	15,16,17		Lovers Vol 1						Lovers Rock	3311159	206			12			16/01/2011, 00:48	17/09/2018, 22:21	128	44100		MPEG audio file					1	17/09/2018, 22:23		MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:15,16,17:Lovers Vol 1:12 Only Sixteen.mp3
Girls Imagination	15,16,17		Lovers Vol 1						Lovers Rock	5837848	362						16/01/2011, 00:48	17/09/2018, 22:21	128	44100		MPEG audio file					1	17/09/2018, 22:21		MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:15,16,17:Lovers Vol 1:Girls Imagination.mp3
Stone Love Keyboard			FXX [1]						Ragga	98782	11			30		2003	14/08/2011, 22:54	17/09/2018, 22:43	64	22050	-31	MPEG audio file		www.Shotta-Linkz.Cjb.Net	2	27/09/2018, 20:22				MacOS:Users:macbookair:Music:iTunes:iTunes Media:Music:Unknown Artist:FXX [1]:30 Stone Love Keyboard.mp3
