,Unnamed: 0,track_name,artist,album,release_date,explicit,track_id,track_uri,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
3x8exgRdZ13T0FHvF3tC7O,1659,Sick Head,Problem Child,One Bad Riddim,2020-01-04,False,3x8exgRdZ13T0FHvF3tC7O,spotify:track:3x8exgRdZ13T0FHvF3tC7O,soca,0.729,0.873,11.0,-3.403,0.0,0.115,0.127,2.51e-05,0.0789,0.838,157.973,audio_features,3x8exgRdZ13T0FHvF3tC7O,spotify:track:3x8exgRdZ13T0FHvF3tC7O,https://api.spotify.com/v1/tracks/3x8exgRdZ13T0FHvF3tC7O,https://api.spotify.com/v1/audio-analysis/3x8exgRdZ13T0FHvF3tC7O,163509.0,4.0
3xGVxd9unPgQoyPYfL3jWq,814,Born to Wine,Shurwayne Winchester,Jambe-An Riddim,2015-04-14,False,3xGVxd9unPgQoyPYfL3jWq,spotify:track:3xGVxd9unPgQoyPYfL3jWq,soca,0.859,0.906,0.0,-2.683,1.0,0.0892,0.0327,0.0,0.301,0.618,101.006,audio_features,3xGVxd9unPgQoyPYfL3jWq,spotify:track:3xGVxd9unPgQoyPYfL3jWq,https://api.spotify.com/v1/tracks/3xGVxd9unPgQoyPYfL3jWq,https://api.spotify.com/v1/audio-analysis/3xGVxd9unPgQoyPYfL3jWq,258267.0,4.0
3xUiitCFDNgQBnv0RZNQLJ,79,Girls Girls Girls,Dro,Girls Girls Girls,2017-06-21,False,3xUiitCFDNgQBnv0RZNQLJ,spotify:track:3xUiitCFDNgQBnv0RZNQLJ,soca,0.404,0.941,3.0,-5.236,1.0,0.19,0.00522,2.59e-05,0.194,0.78,126.949,audio_features,3xUiitCFDNgQBnv0RZNQLJ,spotify:track:3xUiitCFDNgQBnv0RZNQLJ,https://api.spotify.com/v1/tracks/3xUiitCFDNgQBnv0RZNQLJ,https://api.spotify.com/v1/audio-analysis/3xUiitCFDNgQBnv0RZNQLJ,223530.0,4.0
3xYkAQMHrYQJcfzyf1PDI4,1601,Break a Branch,Motto,Komess Riddim,2020-01-04,False,3xYkAQMHrYQJcfzyf1PDI4,spotify:track:3xYkAQMHrYQJcfzyf1PDI4,soca,0.763,0.886,9.0,-2.164,1.0,0.126,0.221,0.0,0.137,0.779,147.026,audio_features,3xYkAQMHrYQJcfzyf1PDI4,spotify:track:3xYkAQMHrYQJcfzyf1PDI4,https://api.spotify.com/v1/tracks/3xYkAQMHrYQJcfzyf1PDI4,https://api.spotify.com/v1/audio-analysis/3xYkAQMHrYQJcfzyf1PDI4,118518.0,4.0
3xkl6gmCnvW7yjNcgXThVi,459,Corn Soup,Linky First,Corn Soup,2019-12-06,False,3xkl6gmCnvW7yjNcgXThVi,spotify:track:3xkl6gmCnvW7yjNcgXThVi,soca,0.791,0.931,6.0,-3.685,0.0,0.0669,0.11,1.07e-06,0.191,0.765,133.988,audio_features,3xkl6gmCnvW7yjNcgXThVi,spotify:track:3xkl6gmCnvW7yjNcgXThVi,https://api.spotify.com/v1/tracks/3xkl6gmCnvW7yjNcgXThVi,https://api.spotify.com/v1/audio-analysis/3xkl6gmCnvW7yjNcgXThVi,192496.0,4.0
3xpnKNuV6IZxgMIIJLeLKX,1666,Lucy,Destra,Bakanation,2015-03-17,False,3xpnKNuV6IZxgMIIJLeLKX,spotify:track:3xpnKNuV6IZxgMIIJLeLKX,soca,0.77,0.94,6.0,-3.153,0.0,0.0496,0.0147,0.0,0.108,0.857,123.002,audio_features,3xpnKNuV6IZxgMIIJLeLKX,spotify:track:3xpnKNuV6IZxgMIIJLeLKX,https://api.spotify.com/v1/tracks/3xpnKNuV6IZxgMIIJLeLKX,https://api.spotify.com/v1/audio-analysis/3xpnKNuV6IZxgMIIJLeLKX,210756.0,4.0
3yFUh4ZPr7GfbwZ0fWfvRB,198,Throw Wine,Shanta Prince,Throw Wine,2019-03-25,False,3yFUh4ZPr7GfbwZ0fWfvRB,spotify:track:3yFUh4ZPr7GfbwZ0fWfvRB,soca,0.812,0.83,4.0,-5.523,0.0,0.0569,0.17,0.0,0.0805,0.596,104.933,audio_features,3yFUh4ZPr7GfbwZ0fWfvRB,spotify:track:3yFUh4ZPr7GfbwZ0fWfvRB,https://api.spotify.com/v1/tracks/3yFUh4ZPr7GfbwZ0fWfvRB,https://api.spotify.com/v1/audio-analysis/3yFUh4ZPr7GfbwZ0fWfvRB,175778.0,4.0
3yegQ9glWWAsGdUGqqaR7w,302,Call Name (Ah Go Whistle),Lava Man,The Controversy Riddim - EP,2019-06-17,False,3yegQ9glWWAsGdUGqqaR7w,spotify:track:3yegQ9glWWAsGdUGqqaR7w,soca,0.72,0.709,10.0,-4.091,1.0,0.111,0.175,0.00672,0.122,0.219,159.814,audio_features,3yegQ9glWWAsGdUGqqaR7w,spotify:track:3yegQ9glWWAsGdUGqqaR7w,https://api.spotify.com/v1/tracks/3yegQ9glWWAsGdUGqqaR7w,https://api.spotify.com/v1/audio-analysis/3yegQ9glWWAsGdUGqqaR7w,164444.0,4.0
3yj0cD7ozZhv0ICDnQQ0ny,342,If Rum Done,King Bubba Fm,Bruce Bannah Riddim,2019-07-05,False,3yj0cD7ozZhv0ICDnQQ0ny,spotify:track:3yj0cD7ozZhv0ICDnQQ0ny,soca,0.847,0.774,2.0,-2.415,1.0,0.0531,0.0605,0.0,0.149,0.968,135.042,audio_features,3yj0cD7ozZhv0ICDnQQ0ny,spotify:track:3yj0cD7ozZhv0ICDnQQ0ny,https://api.spotify.com/v1/tracks/3yj0cD7ozZhv0ICDnQQ0ny,https://api.spotify.com/v1/audio-analysis/3yj0cD7ozZhv0ICDnQQ0ny,151000.0,4.0
3z7t8EjiEicsrLLRb1BJ29,422,Mayhem,LFS Music,Mayhem,2019-10-25,False,3z7t8EjiEicsrLLRb1BJ29,spotify:track:3z7t8EjiEicsrLLRb1BJ29,soca,0.865,0.733,1.0,-4.722,1.0,0.0553,0.113,0.0,0.186,0.537,113.109,audio_features,3z7t8EjiEicsrLLRb1BJ29,spotify:track:3z7t8EjiEicsrLLRb1BJ29,https://api.spotify.com/v1/tracks/3z7t8EjiEicsrLLRb1BJ29,https://api.spotify.com/v1/audio-analysis/3z7t8EjiEicsrLLRb1BJ29,174996.0,4.0
3zMmdaqAhehwmXNc4TXq6k,686,Shut-Down,Skinny Fabulous,Jab Fete Riddim,2019-06-28,False,3zMmdaqAhehwmXNc4TXq6k,spotify:track:3zMmdaqAhehwmXNc4TXq6k,soca,0.824,0.902,11.0,-3.332,1.0,0.0918,0.152,2.51e-06,0.0481,0.678,126.952,audio_features,3zMmdaqAhehwmXNc4TXq6k,spotify:track:3zMmdaqAhehwmXNc4TXq6k,https://api.spotify.com/v1/tracks/3zMmdaqAhehwmXNc4TXq6k,https://api.spotify.com/v1/audio-analysis/3zMmdaqAhehwmXNc4TXq6k,116689.0,4.0
40CiAsuHR1O4gvyIqWrdqe,1556,Gee Me The Ting,Lord Kitchener,Golden Hits Of Soca Calypso,2008-09-06,False,40CiAsuHR1O4gvyIqWrdqe,spotify:track:40CiAsuHR1O4gvyIqWrdqe,soca,0.681,0.795,0.0,-10.851,1.0,0.0808,0.242,3.55e-05,0.222,0.93,102.403,audio_features,40CiAsuHR1O4gvyIqWrdqe,spotify:track:40CiAsuHR1O4gvyIqWrdqe,https://api.spotify.com/v1/tracks/40CiAsuHR1O4gvyIqWrdqe,https://api.spotify.com/v1/audio-analysis/40CiAsuHR1O4gvyIqWrdqe,347600.0,4.0
40RBeLJA47BPWrPNP6wvM0,865,Bumper Blessing,Erphaan Alves,No Stress Riddim,2014,False,40RBeLJA47BPWrPNP6wvM0,spotify:track:40RBeLJA47BPWrPNP6wvM0,soca,0.972,0.789,1.0,-5.56,0.0,0.0683,0.206,1e-05,0.285,0.923,124.04,audio_features,40RBeLJA47BPWrPNP6wvM0,spotify:track:40RBeLJA47BPWrPNP6wvM0,https://api.spotify.com/v1/tracks/40RBeLJA47BPWrPNP6wvM0,https://api.spotify.com/v1/audio-analysis/40RBeLJA47BPWrPNP6wvM0,200806.0,4.0
40c73a0DOalvl8MAKQGo3P,1126,Balance,Timaya,Chulo Vibes,2019-02-08,False,40c73a0DOalvl8MAKQGo3P,spotify:track:40c73a0DOalvl8MAKQGo3P,soca,0.722,0.788,5.0,-3.661,1.0,0.0508,0.378,0.0327,0.381,0.961,102.079,audio_features,40c73a0DOalvl8MAKQGo3P,spotify:track:40c73a0DOalvl8MAKQGo3P,https://api.spotify.com/v1/tracks/40c73a0DOalvl8MAKQGo3P,https://api.spotify.com/v1/audio-analysis/40c73a0DOalvl8MAKQGo3P,183529.0,4.0
40re6SabnI0JC1I1N93Tzp,1279,Soca Fever (Baile),Aisha Noel,Hello Bacchanal Riddim,2019-12-09,False,40re6SabnI0JC1I1N93Tzp,spotify:track:40re6SabnI0JC1I1N93Tzp,soca,0.822,0.92,1.0,-3.084,1.0,0.0954,0.062,6.92e-06,0.123,0.918,125.993,audio_features,40re6SabnI0JC1I1N93Tzp,spotify:track:40re6SabnI0JC1I1N93Tzp,https://api.spotify.com/v1/tracks/40re6SabnI0JC1I1N93Tzp,https://api.spotify.com/v1/audio-analysis/40re6SabnI0JC1I1N93Tzp,177143.0,4.0
415BkaKutKLYFrFHx4eVuu,447,Different Person,Skinny Fabulous,Street Vice Riddim,2019-11-20,False,415BkaKutKLYFrFHx4eVuu,spotify:track:415BkaKutKLYFrFHx4eVuu,soca,0.805,0.919,9.0,-3.25,1.0,0.114,0.178,0.0,0.0269,0.815,117.99,audio_features,415BkaKutKLYFrFHx4eVuu,spotify:track:415BkaKutKLYFrFHx4eVuu,https://api.spotify.com/v1/tracks/415BkaKutKLYFrFHx4eVuu,https://api.spotify.com/v1/audio-analysis/415BkaKutKLYFrFHx4eVuu,182782.0,4.0
4178A5NkEjcsGc64jpBO6d,1128,Calypso,Luis Fonsi,Calypso,2018-06-14,False,4178A5NkEjcsGc64jpBO6d,spotify:track:4178A5NkEjcsGc64jpBO6d,soca,0.866,0.859,1.0,-3.087,0.0,0.0587,0.138,0.0,0.401,0.923,109.972,audio_features,4178A5NkEjcsGc64jpBO6d,spotify:track:4178A5NkEjcsGc64jpBO6d,https://api.spotify.com/v1/tracks/4178A5NkEjcsGc64jpBO6d,https://api.spotify.com/v1/audio-analysis/4178A5NkEjcsGc64jpBO6d,200347.0,4.0
41QMeWC7grnVAlctHh3haw,1437,Excitement In De Bashment,Denyse Plummer,J.W. Calypsoca 99' Vol. 1,2009-07-01,False,41QMeWC7grnVAlctHh3haw,spotify:track:41QMeWC7grnVAlctHh3haw,soca,0.652,0.954,9.0,-4.719,1.0,0.0813,0.00604,6.77e-06,0.25,0.891,150.059,audio_features,41QMeWC7grnVAlctHh3haw,spotify:track:41QMeWC7grnVAlctHh3haw,https://api.spotify.com/v1/tracks/41QMeWC7grnVAlctHh3haw,https://api.spotify.com/v1/audio-analysis/41QMeWC7grnVAlctHh3haw,267331.0,4.0
41R0l8TY72w1TQIKnhkpen,1352,Take That and Cool It,Nigel Lewis,The Ultimate Soca Gold Collection,2011-09-06,False,41R0l8TY72w1TQIKnhkpen,spotify:track:41R0l8TY72w1TQIKnhkpen,soca,0.489,0.969,7.0,-0.497,1.0,0.252,0.0364,0.325,0.306,0.922,158.373,audio_features,41R0l8TY72w1TQIKnhkpen,spotify:track:41R0l8TY72w1TQIKnhkpen,https://api.spotify.com/v1/tracks/41R0l8TY72w1TQIKnhkpen,https://api.spotify.com/v1/audio-analysis/41R0l8TY72w1TQIKnhkpen,199907.0,5.0
41YinlBoyKIhYqoTdfO49j,820,Bullseye,Boyzie,Get Soca 2017,2017-02-10,False,41YinlBoyKIhYqoTdfO49j,spotify:track:41YinlBoyKIhYqoTdfO49j,soca,0.537,0.96,10.0,-3.486,0.0,0.264,0.18,0.0,0.115,0.894,88.462,audio_features,41YinlBoyKIhYqoTdfO49j,spotify:track:41YinlBoyKIhYqoTdfO49j,https://api.spotify.com/v1/tracks/41YinlBoyKIhYqoTdfO49j,https://api.spotify.com/v1/audio-analysis/41YinlBoyKIhYqoTdfO49j,211027.0,4.0
41nPHgSl66Kvkbyf8tcGel,1047,Joy,Orlando Octave,Joy,2018-11-18,False,41nPHgSl66Kvkbyf8tcGel,spotify:track:41nPHgSl66Kvkbyf8tcGel,soca,0.627,0.881,10.0,-8.273,1.0,0.0394,0.063,0.855,0.087,0.687,115.013,audio_features,41nPHgSl66Kvkbyf8tcGel,spotify:track:41nPHgSl66Kvkbyf8tcGel,https://api.spotify.com/v1/tracks/41nPHgSl66Kvkbyf8tcGel,https://api.spotify.com/v1/audio-analysis/41nPHgSl66Kvkbyf8tcGel,204522.0,4.0
42PvVgTOpYYz0qkt9cgfLE,373,Move,Porgie,Bubble Trouble Riddim,2019-06-07,False,42PvVgTOpYYz0qkt9cgfLE,spotify:track:42PvVgTOpYYz0qkt9cgfLE,soca,0.873,0.883,4.0,-2.433,0.0,0.0931,0.0146,0.0,0.0426,0.898,112.084,audio_features,42PvVgTOpYYz0qkt9cgfLE,spotify:track:42PvVgTOpYYz0qkt9cgfLE,https://api.spotify.com/v1/tracks/42PvVgTOpYYz0qkt9cgfLE,https://api.spotify.com/v1/audio-analysis/42PvVgTOpYYz0qkt9cgfLE,192679.0,4.0
42aZt6WazueCy4mEzIzF3C,130,My Side,Sekon Sta,My Side,2018-11-02,False,42aZt6WazueCy4mEzIzF3C,spotify:track:42aZt6WazueCy4mEzIzF3C,soca,0.763,0.897,4.0,-3.82,1.0,0.199,0.0703,4.3e-06,0.207,0.826,105.972,audio_features,42aZt6WazueCy4mEzIzF3C,spotify:track:42aZt6WazueCy4mEzIzF3C,https://api.spotify.com/v1/tracks/42aZt6WazueCy4mEzIzF3C,https://api.spotify.com/v1/audio-analysis/42aZt6WazueCy4mEzIzF3C,203774.0,4.0
42nbV3EwLuPr3mpGD9knWG,469,Young And Restless,Preedy,Young And Restless,2019-12-13,False,42nbV3EwLuPr3mpGD9knWG,spotify:track:42nbV3EwLuPr3mpGD9knWG,soca,0.849,0.842,2.0,-4.892,1.0,0.247,0.0683,0.0,0.0805,0.661,122.059,audio_features,42nbV3EwLuPr3mpGD9knWG,spotify:track:42nbV3EwLuPr3mpGD9knWG,https://api.spotify.com/v1/tracks/42nbV3EwLuPr3mpGD9knWG,https://api.spotify.com/v1/audio-analysis/42nbV3EwLuPr3mpGD9knWG,196721.0,4.0
42thnuo0eQW3nj7ZiyNVbq,620,Wine,Charly Black,Toco Loco Riddim,2018-11-02,False,42thnuo0eQW3nj7ZiyNVbq,spotify:track:42thnuo0eQW3nj7ZiyNVbq,soca,0.751,0.735,2.0,-5.78,1.0,0.0462,0.0556,1.65e-06,0.0588,0.724,100.023,audio_features,42thnuo0eQW3nj7ZiyNVbq,spotify:track:42thnuo0eQW3nj7ZiyNVbq,https://api.spotify.com/v1/tracks/42thnuo0eQW3nj7ZiyNVbq,https://api.spotify.com/v1/audio-analysis/42thnuo0eQW3nj7ZiyNVbq,184869.0,4.0
438MhfkGYSpcuSZCrenjik,86,Mudda Sally,Lil Rick,Mudda Sally,2018-07-13,False,438MhfkGYSpcuSZCrenjik,spotify:track:438MhfkGYSpcuSZCrenjik,soca,0.721,0.877,0.0,-4.155,1.0,0.149,0.101,2.83e-06,0.0552,0.846,149.934,audio_features,438MhfkGYSpcuSZCrenjik,spotify:track:438MhfkGYSpcuSZCrenjik,https://api.spotify.com/v1/tracks/438MhfkGYSpcuSZCrenjik,https://api.spotify.com/v1/audio-analysis/438MhfkGYSpcuSZCrenjik,207500.0,4.0
43Cj6z51fKAmvJ76P63YNd,822,Enjoy Yourself,Pternsky,World Fete Riddim,2017-03-10,False,43Cj6z51fKAmvJ76P63YNd,spotify:track:43Cj6z51fKAmvJ76P63YNd,soca,0.78,0.867,0.0,-3.0,0.0,0.218,0.199,0.0,0.0674,0.812,105.034,audio_features,43Cj6z51fKAmvJ76P63YNd,spotify:track:43Cj6z51fKAmvJ76P63YNd,https://api.spotify.com/v1/tracks/43Cj6z51fKAmvJ76P63YNd,https://api.spotify.com/v1/audio-analysis/43Cj6z51fKAmvJ76P63YNd,219429.0,4.0
44DUY7WLxynGRoBXX7g7U4,930,Waist Line,QQ,Waist Line,2017-05-19,False,44DUY7WLxynGRoBXX7g7U4,spotify:track:44DUY7WLxynGRoBXX7g7U4,soca,0.794,0.809,1.0,-5.737,1.0,0.0644,0.0825,0.0,0.115,0.913,119.951,audio_features,44DUY7WLxynGRoBXX7g7U4,spotify:track:44DUY7WLxynGRoBXX7g7U4,https://api.spotify.com/v1/tracks/44DUY7WLxynGRoBXX7g7U4,https://api.spotify.com/v1/audio-analysis/44DUY7WLxynGRoBXX7g7U4,166920.0,4.0
44dcLboT4XY25HBn3IlIbY,77,All or Nothing,Lyrikal,Ivory Coast Riddim,2018-01-19,False,44dcLboT4XY25HBn3IlIbY,spotify:track:44dcLboT4XY25HBn3IlIbY,soca,0.851,0.763,1.0,-4.679,0.0,0.0669,0.359,0.0,0.078,0.96,113.022,audio_features,44dcLboT4XY25HBn3IlIbY,spotify:track:44dcLboT4XY25HBn3IlIbY,https://api.spotify.com/v1/tracks/44dcLboT4XY25HBn3IlIbY,https://api.spotify.com/v1/audio-analysis/44dcLboT4XY25HBn3IlIbY,144413.0,4.0
44eBxUfVRkkDvZIA2yP3EN,290,Freedom (feat. Lil Natty & Thunda),Muddy,Freedom (feat. Lil Natty & Thunda),2019-04-06,False,44eBxUfVRkkDvZIA2yP3EN,spotify:track:44eBxUfVRkkDvZIA2yP3EN,soca,0.728,0.764,7.0,-6.202,1.0,0.17,0.0961,0.0,0.16,0.73,160.021,audio_features,44eBxUfVRkkDvZIA2yP3EN,spotify:track:44eBxUfVRkkDvZIA2yP3EN,https://api.spotify.com/v1/tracks/44eBxUfVRkkDvZIA2yP3EN,https://api.spotify.com/v1/audio-analysis/44eBxUfVRkkDvZIA2yP3EN,193837.0,4.0
450y7LWrLoQP0vm4pACRGk,1493,Oh Yay,Olatunji,Oh Yay - Single,2015-12-18,False,450y7LWrLoQP0vm4pACRGk,spotify:track:450y7LWrLoQP0vm4pACRGk,soca,0.789,0.823,6.0,-3.96,1.0,0.189,0.129,0.000107,0.231,0.952,127.964,audio_features,450y7LWrLoQP0vm4pACRGk,spotify:track:450y7LWrLoQP0vm4pACRGk,https://api.spotify.com/v1/tracks/450y7LWrLoQP0vm4pACRGk,https://api.spotify.com/v1/audio-analysis/450y7LWrLoQP0vm4pACRGk,211875.0,4.0
45JbxrFyMHLBUMCVY7UXWN,1222,No Scene,Lyrikal,Toatin Riddim,2019-10-01,False,45JbxrFyMHLBUMCVY7UXWN,spotify:track:45JbxrFyMHLBUMCVY7UXWN,soca,0.747,0.849,11.0,-2.887,0.0,0.0564,0.121,0.0,0.107,0.658,110.011,audio_features,45JbxrFyMHLBUMCVY7UXWN,spotify:track:45JbxrFyMHLBUMCVY7UXWN,https://api.spotify.com/v1/tracks/45JbxrFyMHLBUMCVY7UXWN,https://api.spotify.com/v1/audio-analysis/45JbxrFyMHLBUMCVY7UXWN,116088.0,4.0
45PPjQzX0WJEK9FYruc178,274,Sometime,Leadpipe,Sometime,2019-05-13,False,45PPjQzX0WJEK9FYruc178,spotify:track:45PPjQzX0WJEK9FYruc178,soca,0.762,0.871,9.0,-4.716,1.0,0.185,0.00497,0.000543,0.0668,0.75,106.072,audio_features,45PPjQzX0WJEK9FYruc178,spotify:track:45PPjQzX0WJEK9FYruc178,https://api.spotify.com/v1/tracks/45PPjQzX0WJEK9FYruc178,https://api.spotify.com/v1/audio-analysis/45PPjQzX0WJEK9FYruc178,189680.0,4.0
45g0GJfoJxCT9QrfwaisWw,851,Down Pon It,Marzville,Workout Riddim,2016-06-23,False,45g0GJfoJxCT9QrfwaisWw,spotify:track:45g0GJfoJxCT9QrfwaisWw,soca,0.751,0.818,0.0,-5.849,1.0,0.0585,0.0243,0.000623,0.137,0.818,126.048,audio_features,45g0GJfoJxCT9QrfwaisWw,spotify:track:45g0GJfoJxCT9QrfwaisWw,https://api.spotify.com/v1/tracks/45g0GJfoJxCT9QrfwaisWw,https://api.spotify.com/v1/audio-analysis/45g0GJfoJxCT9QrfwaisWw,147976.0,4.0
45oSSg4nyr6Em5HaLuWsDg,1701,Look Fuh Dat,Precision Productions,"We Muzik, Vol. 6: Trinidad and Tobago Carnival Soca 2015",2015-02-02,False,45oSSg4nyr6Em5HaLuWsDg,spotify:track:45oSSg4nyr6Em5HaLuWsDg,soca,0.557,0.787,0.0,-6.29,1.0,0.213,0.236,0.0,0.106,0.867,97.448,audio_features,45oSSg4nyr6Em5HaLuWsDg,spotify:track:45oSSg4nyr6Em5HaLuWsDg,https://api.spotify.com/v1/tracks/45oSSg4nyr6Em5HaLuWsDg,https://api.spotify.com/v1/audio-analysis/45oSSg4nyr6Em5HaLuWsDg,206493.0,3.0
461TXiFNXEok1LA5GKiyIt,741,D-Date,Lavaman,Get Soca 2016,2016-02-05,False,461TXiFNXEok1LA5GKiyIt,spotify:track:461TXiFNXEok1LA5GKiyIt,soca,0.863,0.647,4.0,-6.456,0.0,0.14,0.474,0.0,0.324,0.965,132.032,audio_features,461TXiFNXEok1LA5GKiyIt,spotify:track:461TXiFNXEok1LA5GKiyIt,https://api.spotify.com/v1/tracks/461TXiFNXEok1LA5GKiyIt,https://api.spotify.com/v1/audio-analysis/461TXiFNXEok1LA5GKiyIt,161009.0,4.0
46WazufjwJgrlyQPpli9rk,492,Drunky,Kerwin Du Bois,Nightfall Riddim,2019-12-02,True,46WazufjwJgrlyQPpli9rk,spotify:track:46WazufjwJgrlyQPpli9rk,soca,0.766,0.882,2.0,-3.122,1.0,0.0516,0.37,0.0,0.0849,0.733,104.034,audio_features,46WazufjwJgrlyQPpli9rk,spotify:track:46WazufjwJgrlyQPpli9rk,https://api.spotify.com/v1/tracks/46WazufjwJgrlyQPpli9rk,https://api.spotify.com/v1/audio-analysis/46WazufjwJgrlyQPpli9rk,188013.0,4.0
46js0QLldiZOIUP7PNDJS0,1226,Secret,Inspector,Vintage 4: Blocko Riddim,2019-06-07,False,46js0QLldiZOIUP7PNDJS0,spotify:track:46js0QLldiZOIUP7PNDJS0,soca,0.84,0.935,0.0,-4.906,1.0,0.241,0.187,0.0,0.0549,0.886,140.121,audio_features,46js0QLldiZOIUP7PNDJS0,spotify:track:46js0QLldiZOIUP7PNDJS0,https://api.spotify.com/v1/tracks/46js0QLldiZOIUP7PNDJS0,https://api.spotify.com/v1/audio-analysis/46js0QLldiZOIUP7PNDJS0,195605.0,4.0
46nUMnPY3ARgJAPEsOvxJo,185,Hold On,Lil Rick,Rocket Launcher Riddim,2018-05-30,False,46nUMnPY3ARgJAPEsOvxJo,spotify:track:46nUMnPY3ARgJAPEsOvxJo,soca,0.78,0.946,8.0,-4.049,1.0,0.0423,0.0265,0.0,0.0428,0.963,130.013,audio_features,46nUMnPY3ARgJAPEsOvxJo,spotify:track:46nUMnPY3ARgJAPEsOvxJo,https://api.spotify.com/v1/tracks/46nUMnPY3ARgJAPEsOvxJo,https://api.spotify.com/v1/audio-analysis/46nUMnPY3ARgJAPEsOvxJo,142731.0,4.0
46tKH0y6ZibbWrrHMeTQwz,893,We Never Do,Iwer George,We Never Do,2016-12-02,False,46tKH0y6ZibbWrrHMeTQwz,spotify:track:46tKH0y6ZibbWrrHMeTQwz,soca,0.833,0.904,0.0,-2.664,1.0,0.119,0.351,9.97e-06,0.0936,0.695,154.977,audio_features,46tKH0y6ZibbWrrHMeTQwz,spotify:track:46tKH0y6ZibbWrrHMeTQwz,https://api.spotify.com/v1/tracks/46tKH0y6ZibbWrrHMeTQwz,https://api.spotify.com/v1/audio-analysis/46tKH0y6ZibbWrrHMeTQwz,171614.0,4.0
475wYCZHc6xJHutakOlLeQ,224,We Loose,Shanta Prince,We Loose,2016-06-10,False,475wYCZHc6xJHutakOlLeQ,spotify:track:475wYCZHc6xJHutakOlLeQ,soca,0.721,0.885,2.0,-5.607,1.0,0.0457,0.0168,0.0,0.156,0.744,126.901,audio_features,475wYCZHc6xJHutakOlLeQ,spotify:track:475wYCZHc6xJHutakOlLeQ,https://api.spotify.com/v1/tracks/475wYCZHc6xJHutakOlLeQ,https://api.spotify.com/v1/audio-analysis/475wYCZHc6xJHutakOlLeQ,182982.0,4.0
47AZFdLlk4jOitXZWjhffH,1720,Seasonally,Olatunji,Awakening,2016-07-01,False,47AZFdLlk4jOitXZWjhffH,spotify:track:47AZFdLlk4jOitXZWjhffH,soca,0.785,0.814,1.0,-4.126,1.0,0.079,0.0295,2.66e-05,0.109,0.632,125.08,audio_features,47AZFdLlk4jOitXZWjhffH,spotify:track:47AZFdLlk4jOitXZWjhffH,https://api.spotify.com/v1/tracks/47AZFdLlk4jOitXZWjhffH,https://api.spotify.com/v1/audio-analysis/47AZFdLlk4jOitXZWjhffH,218880.0,4.0
47JAnoEyucOxF3vHoIGs4U,1754,Born Wit It (Bumpa Riddim),Alison Hinds,Born Wit It (Bumpa Riddim),2016-07-23,False,47JAnoEyucOxF3vHoIGs4U,spotify:track:47JAnoEyucOxF3vHoIGs4U,soca,0.94,0.902,4.0,-3.135,1.0,0.0717,0.123,0.0,0.367,0.938,116.066,audio_features,47JAnoEyucOxF3vHoIGs4U,spotify:track:47JAnoEyucOxF3vHoIGs4U,https://api.spotify.com/v1/tracks/47JAnoEyucOxF3vHoIGs4U,https://api.spotify.com/v1/audio-analysis/47JAnoEyucOxF3vHoIGs4U,202449.0,4.0
47LHtS9J3XgQUBnKcoMrAn,1305,Is heat,Andre Tanker,Andre Tanker Wild,2004-01-01,False,47LHtS9J3XgQUBnKcoMrAn,spotify:track:47LHtS9J3XgQUBnKcoMrAn,soca,0.691,0.921,10.0,-5.932,0.0,0.114,0.0339,0.0,0.0751,0.843,124.982,audio_features,47LHtS9J3XgQUBnKcoMrAn,spotify:track:47LHtS9J3XgQUBnKcoMrAn,https://api.spotify.com/v1/tracks/47LHtS9J3XgQUBnKcoMrAn,https://api.spotify.com/v1/audio-analysis/47LHtS9J3XgQUBnKcoMrAn,265973.0,4.0
47jMOzvhKKgHbtSdaGoKiz,549,Perfect Fit,Rupee,Perfect Fit,2018-10-23,False,47jMOzvhKKgHbtSdaGoKiz,spotify:track:47jMOzvhKKgHbtSdaGoKiz,soca,0.731,0.851,4.0,-5.279,1.0,0.0571,0.0129,6.05e-05,0.0582,0.622,105.98,audio_features,47jMOzvhKKgHbtSdaGoKiz,spotify:track:47jMOzvhKKgHbtSdaGoKiz,https://api.spotify.com/v1/tracks/47jMOzvhKKgHbtSdaGoKiz,https://api.spotify.com/v1/audio-analysis/47jMOzvhKKgHbtSdaGoKiz,219198.0,4.0
47thnNBMCoRoJbbjzBcoAu,821,Abundance,Farmer Nappy,Get Soca 2017,2017-02-10,False,47thnNBMCoRoJbbjzBcoAu,spotify:track:47thnNBMCoRoJbbjzBcoAu,soca,0.725,0.971,9.0,-2.964,0.0,0.0649,0.0254,0.000167,0.0976,0.931,125.067,audio_features,47thnNBMCoRoJbbjzBcoAu,spotify:track:47thnNBMCoRoJbbjzBcoAu,https://api.spotify.com/v1/tracks/47thnNBMCoRoJbbjzBcoAu,https://api.spotify.com/v1/audio-analysis/47thnNBMCoRoJbbjzBcoAu,226631.0,4.0
