,track_name,artist,album,release_date,explicit,track_id,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
4WOefg48EYukMJvfd2bCBN,Woman I Need Your Loving,The Investigators,"Reggae Hits, Vol. 1",2000-11-07,False,4WOefg48EYukMJvfd2bCBN,spotify:track:4WOefg48EYukMJvfd2bCBN,0.681,0.454,11,-13.235,0,0.174,0.0708,0.0,0.149,0.618,94.065,audio_features,4WOefg48EYukMJvfd2bCBN,spotify:track:4WOefg48EYukMJvfd2bCBN,https://api.spotify.com/v1/tracks/4WOefg48EYukMJvfd2bCBN,https://api.spotify.com/v1/audio-analysis/4WOefg48EYukMJvfd2bCBN,323000,4,reggae
4WOefg48EYukMJvfd2bCBN,Woman I Need Your Loving,The Investigators,"Reggae Hits, Vol. 1",2000-11-07,False,4WOefg48EYukMJvfd2bCBN,spotify:track:4WOefg48EYukMJvfd2bCBN,0.681,0.454,11,-13.235,0,0.174,0.0708,0.0,0.149,0.618,94.065,audio_features,4WOefg48EYukMJvfd2bCBN,spotify:track:4WOefg48EYukMJvfd2bCBN,https://api.spotify.com/v1/tracks/4WOefg48EYukMJvfd2bCBN,https://api.spotify.com/v1/audio-analysis/4WOefg48EYukMJvfd2bCBN,323000,4,reggae
4WOefg48EYukMJvfd2bCBN,Woman I Need Your Loving,The Investigators,"Reggae Hits, Vol. 1",2000-11-07,False,4WOefg48EYukMJvfd2bCBN,spotify:track:4WOefg48EYukMJvfd2bCBN,0.681,0.454,11,-13.235,0,0.174,0.0708,0.0,0.149,0.618,94.065,audio_features,4WOefg48EYukMJvfd2bCBN,spotify:track:4WOefg48EYukMJvfd2bCBN,https://api.spotify.com/v1/tracks/4WOefg48EYukMJvfd2bCBN,https://api.spotify.com/v1/audio-analysis/4WOefg48EYukMJvfd2bCBN,323000,4,reggae
4WOefg48EYukMJvfd2bCBN,Woman I Need Your Loving,The Investigators,"Reggae Hits, Vol. 1",2000-11-07,False,4WOefg48EYukMJvfd2bCBN,spotify:track:4WOefg48EYukMJvfd2bCBN,0.681,0.454,11,-13.235,0,0.174,0.0708,0.0,0.149,0.618,94.065,audio_features,4WOefg48EYukMJvfd2bCBN,spotify:track:4WOefg48EYukMJvfd2bCBN,https://api.spotify.com/v1/tracks/4WOefg48EYukMJvfd2bCBN,https://api.spotify.com/v1/audio-analysis/4WOefg48EYukMJvfd2bCBN,323000,4,reggae
4XiKSFXSMf7egZEwsIaip6,Fever,Junior Byles,Curly Locks: The Best of Junior Byles & the Upsetters,1997-01-01,False,4XiKSFXSMf7egZEwsIaip6,spotify:track:4XiKSFXSMf7egZEwsIaip6,0.887,0.426,1,-14.118,1,0.126,0.342,0.000287,0.131,0.921,139.503,audio_features,4XiKSFXSMf7egZEwsIaip6,spotify:track:4XiKSFXSMf7egZEwsIaip6,https://api.spotify.com/v1/tracks/4XiKSFXSMf7egZEwsIaip6,https://api.spotify.com/v1/audio-analysis/4XiKSFXSMf7egZEwsIaip6,172000,3,reggae
4XinvHXMcBLtT0wbhphO0K,Ain't Too Proud to Beg,Junior Byles,Jordan,1976-01-06,False,4XinvHXMcBLtT0wbhphO0K,spotify:track:4XinvHXMcBLtT0wbhphO0K,0.81,0.31,7,-13.909,1,0.0596,0.421,2.8e-06,0.125,0.94,78.797,audio_features,4XinvHXMcBLtT0wbhphO0K,spotify:track:4XinvHXMcBLtT0wbhphO0K,https://api.spotify.com/v1/tracks/4XinvHXMcBLtT0wbhphO0K,https://api.spotify.com/v1/audio-analysis/4XinvHXMcBLtT0wbhphO0K,211000,4,reggae
4XtOffR2LARpNeyRv1CeeP,Buck and the Preacher,I-Roy,Don Letts Presents the Mighty Trojan Sound,2003,False,4XtOffR2LARpNeyRv1CeeP,spotify:track:4XtOffR2LARpNeyRv1CeeP,0.784,0.647,10,-8.367,0,0.313,0.0385,1.68e-05,0.343,0.602,78.108,audio_features,4XtOffR2LARpNeyRv1CeeP,spotify:track:4XtOffR2LARpNeyRv1CeeP,https://api.spotify.com/v1/tracks/4XtOffR2LARpNeyRv1CeeP,https://api.spotify.com/v1/audio-analysis/4XtOffR2LARpNeyRv1CeeP,173428,4,reggae
4Y13Rpo7A8FamCw856LvVi,Return Of Django,The Upsetters,Massive Reggae,2008-01-01,False,4Y13Rpo7A8FamCw856LvVi,spotify:track:4Y13Rpo7A8FamCw856LvVi,0.78,0.597,1,-7.765,1,0.0412,0.152,0.831,0.107,0.925,154.111,audio_features,4Y13Rpo7A8FamCw856LvVi,spotify:track:4Y13Rpo7A8FamCw856LvVi,https://api.spotify.com/v1/tracks/4Y13Rpo7A8FamCw856LvVi,https://api.spotify.com/v1/audio-analysis/4Y13Rpo7A8FamCw856LvVi,149787,4,reggae
4Yu7Opg3NC2n763yUU2Njh,Cool Down The Pace,Gregory Isaacs,Night Nurse,1982-01-01,False,4Yu7Opg3NC2n763yUU2Njh,spotify:track:4Yu7Opg3NC2n763yUU2Njh,0.865,0.253,10,-16.122,1,0.234,0.0748,0.0404,0.0699,0.954,76.351,audio_features,4Yu7Opg3NC2n763yUU2Njh,spotify:track:4Yu7Opg3NC2n763yUU2Njh,https://api.spotify.com/v1/tracks/4Yu7Opg3NC2n763yUU2Njh,https://api.spotify.com/v1/audio-analysis/4Yu7Opg3NC2n763yUU2Njh,315000,4,reggae
4Z8yckPPw38PQxlqChzxBg,Jowenna,Fiji,Independence Day,2007-03-07,False,4Z8yckPPw38PQxlqChzxBg,spotify:track:4Z8yckPPw38PQxlqChzxBg,0.719,0.682,6,-3.312,1,0.214,0.00799,0.0,0.334,0.713,84.013,audio_features,4Z8yckPPw38PQxlqChzxBg,spotify:track:4Z8yckPPw38PQxlqChzxBg,https://api.spotify.com/v1/tracks/4Z8yckPPw38PQxlqChzxBg,https://api.spotify.com/v1/audio-analysis/4Z8yckPPw38PQxlqChzxBg,233387,4,reggae
4ZSs4fexNqwVnywXhHAzVm,Trippin,Fortunate Youth,Irie State of Mind,2012-04-03,False,4ZSs4fexNqwVnywXhHAzVm,spotify:track:4ZSs4fexNqwVnywXhHAzVm,0.825,0.708,9,-5.804,0,0.0507,0.0319,1.53e-06,0.243,0.862,139.953,audio_features,4ZSs4fexNqwVnywXhHAzVm,spotify:track:4ZSs4fexNqwVnywXhHAzVm,https://api.spotify.com/v1/tracks/4ZSs4fexNqwVnywXhHAzVm,https://api.spotify.com/v1/audio-analysis/4ZSs4fexNqwVnywXhHAzVm,279960,4,reggae
4ZUkxLh7yymrgqTGSpX4N4,Mali Mali,Danakil,Entre les lignes vs. Entre les lignes Dub,2016-09-26,False,4ZUkxLh7yymrgqTGSpX4N4,spotify:track:4ZUkxLh7yymrgqTGSpX4N4,0.867,0.574,8,-7.339,0,0.224,0.0482,0.0,0.214,0.82,145.945,audio_features,4ZUkxLh7yymrgqTGSpX4N4,spotify:track:4ZUkxLh7yymrgqTGSpX4N4,https://api.spotify.com/v1/tracks/4ZUkxLh7yymrgqTGSpX4N4,https://api.spotify.com/v1/audio-analysis/4ZUkxLh7yymrgqTGSpX4N4,280571,4,reggae
4ZX9POfHO0ELGD9rsSkLGf,Farming (Album Version),Rootz Underground,Movement,2008,False,4ZX9POfHO0ELGD9rsSkLGf,spotify:track:4ZX9POfHO0ELGD9rsSkLGf,0.762,0.482,2,-6.729,0,0.195,0.0551,0.0,0.161,0.675,139.406,audio_features,4ZX9POfHO0ELGD9rsSkLGf,spotify:track:4ZX9POfHO0ELGD9rsSkLGf,https://api.spotify.com/v1/tracks/4ZX9POfHO0ELGD9rsSkLGf,https://api.spotify.com/v1/audio-analysis/4ZX9POfHO0ELGD9rsSkLGf,296760,4,reggae
4ZhhHyuKhrXYAXtH2T3QFX,Like This - Radio Edit,Protoje,Like This,2018-09-07,False,4ZhhHyuKhrXYAXtH2T3QFX,spotify:track:4ZhhHyuKhrXYAXtH2T3QFX,0.655,0.805,11,-5.37,0,0.122,0.0982,2.19e-06,0.0939,0.636,170.147,audio_features,4ZhhHyuKhrXYAXtH2T3QFX,spotify:track:4ZhhHyuKhrXYAXtH2T3QFX,https://api.spotify.com/v1/tracks/4ZhhHyuKhrXYAXtH2T3QFX,https://api.spotify.com/v1/audio-analysis/4ZhhHyuKhrXYAXtH2T3QFX,202187,4,reggae
4a6TfJDJdjuVCKJJWRSM4V,Lonely Days (feat. J Boogs),Fiji,Born and Raised II (The Rebirth),2013,False,4a6TfJDJdjuVCKJJWRSM4V,spotify:track:4a6TfJDJdjuVCKJJWRSM4V,0.732,0.578,5,-6.556,1,0.0361,0.0877,0.0,0.058,0.74,84.858,audio_features,4a6TfJDJdjuVCKJJWRSM4V,spotify:track:4a6TfJDJdjuVCKJJWRSM4V,https://api.spotify.com/v1/tracks/4a6TfJDJdjuVCKJJWRSM4V,https://api.spotify.com/v1/audio-analysis/4a6TfJDJdjuVCKJJWRSM4V,222985,4,reggae
4aFMOxDoFG4oPM8F47XW15,Simeon Tradition,Augustus Pablo,Rockers Meet King Tubby's In A Fire House,2005-06-20,False,4aFMOxDoFG4oPM8F47XW15,spotify:track:4aFMOxDoFG4oPM8F47XW15,0.738,0.692,0,-9.163,1,0.045,0.613,0.834,0.115,0.736,132.933,audio_features,4aFMOxDoFG4oPM8F47XW15,spotify:track:4aFMOxDoFG4oPM8F47XW15,https://api.spotify.com/v1/tracks/4aFMOxDoFG4oPM8F47XW15,https://api.spotify.com/v1/audio-analysis/4aFMOxDoFG4oPM8F47XW15,199973,4,reggae
4abVwdCy5QUcyI3KS2lMJK,Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),2012-12-14,False,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,0.582,0.663,4,-6.547,0,0.0828,0.161,0.0,0.198,0.695,170.82,audio_features,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/tracks/4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/audio-analysis/4abVwdCy5QUcyI3KS2lMJK,217200,4,reggae
4abVwdCy5QUcyI3KS2lMJK,Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),2012-12-14,False,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,0.582,0.663,4,-6.547,0,0.0828,0.161,0.0,0.198,0.695,170.82,audio_features,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/tracks/4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/audio-analysis/4abVwdCy5QUcyI3KS2lMJK,217200,4,reggae
4abVwdCy5QUcyI3KS2lMJK,Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),2012-12-14,False,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,0.582,0.663,4,-6.547,0,0.0828,0.161,0.0,0.198,0.695,170.82,audio_features,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/tracks/4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/audio-analysis/4abVwdCy5QUcyI3KS2lMJK,217200,4,reggae
4abVwdCy5QUcyI3KS2lMJK,Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),2012-12-14,False,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,0.582,0.663,4,-6.547,0,0.0828,0.161,0.0,0.198,0.695,170.82,audio_features,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/tracks/4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/audio-analysis/4abVwdCy5QUcyI3KS2lMJK,217200,4,reggae
4abVwdCy5QUcyI3KS2lMJK,Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),2012-12-14,False,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,0.582,0.663,4,-6.547,0,0.0828,0.161,0.0,0.198,0.695,170.82,audio_features,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/tracks/4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/audio-analysis/4abVwdCy5QUcyI3KS2lMJK,217200,4,reggae
4abVwdCy5QUcyI3KS2lMJK,Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),2012-12-14,False,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,0.582,0.663,4,-6.547,0,0.0828,0.161,0.0,0.198,0.695,170.82,audio_features,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/tracks/4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/audio-analysis/4abVwdCy5QUcyI3KS2lMJK,217200,4,reggae
4abVwdCy5QUcyI3KS2lMJK,Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),2012-12-14,False,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,0.582,0.663,4,-6.547,0,0.0828,0.161,0.0,0.198,0.695,170.82,audio_features,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/tracks/4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/audio-analysis/4abVwdCy5QUcyI3KS2lMJK,217200,4,reggae
4abVwdCy5QUcyI3KS2lMJK,Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),2012-12-14,False,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,0.582,0.663,4,-6.547,0,0.0828,0.161,0.0,0.198,0.695,170.82,audio_features,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/tracks/4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/audio-analysis/4abVwdCy5QUcyI3KS2lMJK,217200,4,reggae
4abVwdCy5QUcyI3KS2lMJK,Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),2012-12-14,False,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,0.582,0.663,4,-6.547,0,0.0828,0.161,0.0,0.198,0.695,170.82,audio_features,4abVwdCy5QUcyI3KS2lMJK,spotify:track:4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/tracks/4abVwdCy5QUcyI3KS2lMJK,https://api.spotify.com/v1/audio-analysis/4abVwdCy5QUcyI3KS2lMJK,217200,4,reggae
4agcGiODDaAFdLdC1cPngk,Rejoice,Sizzla,Da Real Thing,2002-08-01,False,4agcGiODDaAFdLdC1cPngk,spotify:track:4agcGiODDaAFdLdC1cPngk,0.66,0.731,11,-4.771,1,0.285,0.0195,0.0,0.378,0.564,134.378,audio_features,4agcGiODDaAFdLdC1cPngk,spotify:track:4agcGiODDaAFdLdC1cPngk,https://api.spotify.com/v1/tracks/4agcGiODDaAFdLdC1cPngk,https://api.spotify.com/v1/audio-analysis/4agcGiODDaAFdLdC1cPngk,219413,4,reggae
4avroLEAQBpzWSKqx2xCme,Till Then,The Frightnrs,Nothing More to Say,2016-09-02,False,4avroLEAQBpzWSKqx2xCme,spotify:track:4avroLEAQBpzWSKqx2xCme,0.704,0.43,4,-10.351,0,0.225,0.279,1.81e-05,0.0675,0.762,176.648,audio_features,4avroLEAQBpzWSKqx2xCme,spotify:track:4avroLEAQBpzWSKqx2xCme,https://api.spotify.com/v1/tracks/4avroLEAQBpzWSKqx2xCme,https://api.spotify.com/v1/audio-analysis/4avroLEAQBpzWSKqx2xCme,200253,4,reggae
4bEPJJm5HZVchOsbWiBCH9,Jah Bring I Joy In The Morning,Bobby Melody,Reggae Anthology: Joe Gibbs - Scorchers From The Mighty Two,2009-03-30,False,4bEPJJm5HZVchOsbWiBCH9,spotify:track:4bEPJJm5HZVchOsbWiBCH9,0.808,0.468,6,-10.76,0,0.0939,0.255,0.371,0.17,0.355,76.552,audio_features,4bEPJJm5HZVchOsbWiBCH9,spotify:track:4bEPJJm5HZVchOsbWiBCH9,https://api.spotify.com/v1/tracks/4bEPJJm5HZVchOsbWiBCH9,https://api.spotify.com/v1/audio-analysis/4bEPJJm5HZVchOsbWiBCH9,235413,4,reggae
4bQbswc9GwStwAutRB2tou,Crab Yars,Lee Perry & The Upsetters,Return Of The Super Ape,2003,False,4bQbswc9GwStwAutRB2tou,spotify:track:4bQbswc9GwStwAutRB2tou,0.821,0.622,7,-6.893,1,0.0625,0.0691,0.778,0.0686,0.962,133.614,audio_features,4bQbswc9GwStwAutRB2tou,spotify:track:4bQbswc9GwStwAutRB2tou,https://api.spotify.com/v1/tracks/4bQbswc9GwStwAutRB2tou,https://api.spotify.com/v1/audio-analysis/4bQbswc9GwStwAutRB2tou,205172,4,reggae
4bSa1d6W5vVT3m6lZ8SzGm,Aroma,Tribal Seeds,Roots Party,2017-12-01,False,4bSa1d6W5vVT3m6lZ8SzGm,spotify:track:4bSa1d6W5vVT3m6lZ8SzGm,0.8,0.75,7,-6.252,0,0.0699,0.136,0.0,0.0853,0.728,143.993,audio_features,4bSa1d6W5vVT3m6lZ8SzGm,spotify:track:4bSa1d6W5vVT3m6lZ8SzGm,https://api.spotify.com/v1/tracks/4bSa1d6W5vVT3m6lZ8SzGm,https://api.spotify.com/v1/audio-analysis/4bSa1d6W5vVT3m6lZ8SzGm,276773,4,reggae
4bajRnj98nWeajPYge74Ns,Long Hard Look,Jackie Mittoo,Jackie Mittoo vs. The Aggrovators,2018-06-01,False,4bajRnj98nWeajPYge74Ns,spotify:track:4bajRnj98nWeajPYge74Ns,0.865,0.294,4,-10.655,0,0.135,0.000744,0.705,0.117,0.467,138.469,audio_features,4bajRnj98nWeajPYge74Ns,spotify:track:4bajRnj98nWeajPYge74Ns,https://api.spotify.com/v1/tracks/4bajRnj98nWeajPYge74Ns,https://api.spotify.com/v1/audio-analysis/4bajRnj98nWeajPYge74Ns,198653,4,reggae
4cyjUXCeFc6nAdr2HoXVw0,Live and Give,Israel Vibration,Strength of My Life,1981-01-01,False,4cyjUXCeFc6nAdr2HoXVw0,spotify:track:4cyjUXCeFc6nAdr2HoXVw0,0.77,0.519,3,-10.78,0,0.0547,0.027,0.000221,0.218,0.811,75.16,audio_features,4cyjUXCeFc6nAdr2HoXVw0,spotify:track:4cyjUXCeFc6nAdr2HoXVw0,https://api.spotify.com/v1/tracks/4cyjUXCeFc6nAdr2HoXVw0,https://api.spotify.com/v1/audio-analysis/4cyjUXCeFc6nAdr2HoXVw0,262800,4,reggae
4czopM9AcLjrH4IunzRoBg,Zungguzungguguzungguzeng,Yellowman,Most Wanted Series - Yellowman,2007,False,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,0.75,0.474,6,-10.641,0,0.243,0.0497,0.0013,0.0896,0.425,164.889,audio_features,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/tracks/4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/audio-analysis/4czopM9AcLjrH4IunzRoBg,387307,4,reggae
4czopM9AcLjrH4IunzRoBg,Zungguzungguguzungguzeng,Yellowman,Most Wanted Series - Yellowman,2007,False,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,0.75,0.474,6,-10.641,0,0.243,0.0497,0.0013,0.0896,0.425,164.889,audio_features,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/tracks/4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/audio-analysis/4czopM9AcLjrH4IunzRoBg,387307,4,reggae
4czopM9AcLjrH4IunzRoBg,Zungguzungguguzungguzeng,Yellowman,Most Wanted Series - Yellowman,2007,False,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,0.75,0.474,6,-10.641,0,0.243,0.0497,0.0013,0.0896,0.425,164.889,audio_features,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/tracks/4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/audio-analysis/4czopM9AcLjrH4IunzRoBg,387307,4,reggae
4czopM9AcLjrH4IunzRoBg,Zungguzungguguzungguzeng,Yellowman,Most Wanted Series - Yellowman,2007,False,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,0.75,0.474,6,-10.641,0,0.243,0.0497,0.0013,0.0896,0.425,164.889,audio_features,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/tracks/4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/audio-analysis/4czopM9AcLjrH4IunzRoBg,387307,4,reggae
4czopM9AcLjrH4IunzRoBg,Zungguzungguguzungguzeng,Yellowman,Most Wanted Series - Yellowman,2007,False,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,0.75,0.474,6,-10.641,0,0.243,0.0497,0.0013,0.0896,0.425,164.889,audio_features,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/tracks/4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/audio-analysis/4czopM9AcLjrH4IunzRoBg,387307,4,reggae
4czopM9AcLjrH4IunzRoBg,Zungguzungguguzungguzeng,Yellowman,Most Wanted Series - Yellowman,2007,False,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,0.75,0.474,6,-10.641,0,0.243,0.0497,0.0013,0.0896,0.425,164.889,audio_features,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/tracks/4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/audio-analysis/4czopM9AcLjrH4IunzRoBg,387307,4,reggae
4czopM9AcLjrH4IunzRoBg,Zungguzungguguzungguzeng,Yellowman,Most Wanted Series - Yellowman,2007,False,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,0.75,0.474,6,-10.641,0,0.243,0.0497,0.0013,0.0896,0.425,164.889,audio_features,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/tracks/4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/audio-analysis/4czopM9AcLjrH4IunzRoBg,387307,4,reggae
4czopM9AcLjrH4IunzRoBg,Zungguzungguguzungguzeng,Yellowman,Most Wanted Series - Yellowman,2007,False,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,0.75,0.474,6,-10.641,0,0.243,0.0497,0.0013,0.0896,0.425,164.889,audio_features,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/tracks/4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/audio-analysis/4czopM9AcLjrH4IunzRoBg,387307,4,reggae
4czopM9AcLjrH4IunzRoBg,Zungguzungguguzungguzeng,Yellowman,Most Wanted Series - Yellowman,2007,False,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,0.75,0.474,6,-10.641,0,0.243,0.0497,0.0013,0.0896,0.425,164.889,audio_features,4czopM9AcLjrH4IunzRoBg,spotify:track:4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/tracks/4czopM9AcLjrH4IunzRoBg,https://api.spotify.com/v1/audio-analysis/4czopM9AcLjrH4IunzRoBg,387307,4,reggae
4d4DCm2dYtk95m9fu4k3Kq,Stick of a Ounce,Junior Byles,A Long Way,1973-05-01,False,4d4DCm2dYtk95m9fu4k3Kq,spotify:track:4d4DCm2dYtk95m9fu4k3Kq,0.79,0.537,6,-7.583,1,0.142,0.0107,0.0823,0.145,0.687,141.071,audio_features,4d4DCm2dYtk95m9fu4k3Kq,spotify:track:4d4DCm2dYtk95m9fu4k3Kq,https://api.spotify.com/v1/tracks/4d4DCm2dYtk95m9fu4k3Kq,https://api.spotify.com/v1/audio-analysis/4d4DCm2dYtk95m9fu4k3Kq,222218,4,reggae
4d9sKJ1hBPdM65Y9LGTRmx,Its Amazing,Sizzla,Da Real Thing,2002-08-01,False,4d9sKJ1hBPdM65Y9LGTRmx,spotify:track:4d9sKJ1hBPdM65Y9LGTRmx,0.854,0.668,2,-5.355,1,0.203,0.236,0.0,0.0374,0.919,132.421,audio_features,4d9sKJ1hBPdM65Y9LGTRmx,spotify:track:4d9sKJ1hBPdM65Y9LGTRmx,https://api.spotify.com/v1/tracks/4d9sKJ1hBPdM65Y9LGTRmx,https://api.spotify.com/v1/audio-analysis/4d9sKJ1hBPdM65Y9LGTRmx,219387,4,reggae
4dVa9Ql471m7KqjvyDgtwC,Rock the Rhythm,Janet Kay,The Definitive Hits Collection (1977-1985),2011-06-11,False,4dVa9Ql471m7KqjvyDgtwC,spotify:track:4dVa9Ql471m7KqjvyDgtwC,0.808,0.523,8,-14.892,1,0.23,0.0134,0.00165,0.0984,0.169,140.661,audio_features,4dVa9Ql471m7KqjvyDgtwC,spotify:track:4dVa9Ql471m7KqjvyDgtwC,https://api.spotify.com/v1/tracks/4dVa9Ql471m7KqjvyDgtwC,https://api.spotify.com/v1/audio-analysis/4dVa9Ql471m7KqjvyDgtwC,197427,4,reggae
4e3UbUkXN29tGm07IBNno3,Silhouette,Dennis Brown,Reggae Anthology: Dennis Brown - Crown Prince of Reggae - Singles (1972-1985),2010-11-12,False,4e3UbUkXN29tGm07IBNno3,spotify:track:4e3UbUkXN29tGm07IBNno3,0.731,0.777,10,-2.547,0,0.0618,0.3,1.59e-05,0.116,0.974,143.657,audio_features,4e3UbUkXN29tGm07IBNno3,spotify:track:4e3UbUkXN29tGm07IBNno3,https://api.spotify.com/v1/tracks/4e3UbUkXN29tGm07IBNno3,https://api.spotify.com/v1/audio-analysis/4e3UbUkXN29tGm07IBNno3,199387,4,reggae
4eZh1j1mEpZebxVi86JfpR,I Was Appointed,Junior Murvin,Police & Thieves,1977-01-01,False,4eZh1j1mEpZebxVi86JfpR,spotify:track:4eZh1j1mEpZebxVi86JfpR,0.656,0.505,7,-10.877,1,0.0487,0.0399,0.0359,0.269,0.77,124.642,audio_features,4eZh1j1mEpZebxVi86JfpR,spotify:track:4eZh1j1mEpZebxVi86JfpR,https://api.spotify.com/v1/tracks/4eZh1j1mEpZebxVi86JfpR,https://api.spotify.com/v1/audio-analysis/4eZh1j1mEpZebxVi86JfpR,232850,4,reggae
