,track_name,artist,album,release_date,explicit,track_id,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
24pktDQYMpYPyrq4o5yl1c,Just a Little Bit,Carroll Thompson,A Happy Song,2019-11-08,False,24pktDQYMpYPyrq4o5yl1c,spotify:track:24pktDQYMpYPyrq4o5yl1c,0.77,0.519,1,-8.803,1,0.0665,0.295,0.0,0.0591,0.563,126.896,audio_features,24pktDQYMpYPyrq4o5yl1c,spotify:track:24pktDQYMpYPyrq4o5yl1c,https://api.spotify.com/v1/tracks/24pktDQYMpYPyrq4o5yl1c,https://api.spotify.com/v1/audio-analysis/24pktDQYMpYPyrq4o5yl1c,233995,4,reggae
24y98VFyG8tA5Grb9hYSHn,Inna Jamaica,Mellow Mood,Twinz,2014-06-03,False,24y98VFyG8tA5Grb9hYSHn,spotify:track:24y98VFyG8tA5Grb9hYSHn,0.817,0.795,7,-5.208,0,0.255,0.317,0.0,0.184,0.787,77.989,audio_features,24y98VFyG8tA5Grb9hYSHn,spotify:track:24y98VFyG8tA5Grb9hYSHn,https://api.spotify.com/v1/tracks/24y98VFyG8tA5Grb9hYSHn,https://api.spotify.com/v1/audio-analysis/24y98VFyG8tA5Grb9hYSHn,281497,4,reggae
2555LVPVbmCGFHnmWzNTBy,Open Up The Gate - Original Black Ark Mix,The Congos,Heart Of The Congos (40th Anniversary Edition),1977-03-07,False,2555LVPVbmCGFHnmWzNTBy,spotify:track:2555LVPVbmCGFHnmWzNTBy,0.815,0.692,9,-6.737,0,0.0378,0.586,0.165,0.126,0.665,130.884,audio_features,2555LVPVbmCGFHnmWzNTBy,spotify:track:2555LVPVbmCGFHnmWzNTBy,https://api.spotify.com/v1/tracks/2555LVPVbmCGFHnmWzNTBy,https://api.spotify.com/v1/audio-analysis/2555LVPVbmCGFHnmWzNTBy,313600,4,reggae
25DU8NMR4kRDszRpccLMBt,Why Am I A Rastaman?,Culture,Reggae Anthology: Natty Dread Taking Over,2012-07-23,False,25DU8NMR4kRDszRpccLMBt,spotify:track:25DU8NMR4kRDszRpccLMBt,0.787,0.591,11,-4.075,1,0.0875,0.173,0.0,0.0236,0.707,81.025,audio_features,25DU8NMR4kRDszRpccLMBt,spotify:track:25DU8NMR4kRDszRpccLMBt,https://api.spotify.com/v1/tracks/25DU8NMR4kRDszRpccLMBt,https://api.spotify.com/v1/audio-analysis/25DU8NMR4kRDszRpccLMBt,253400,4,reggae
260F1LrhRMiuXOZIaypMZd,Bowl For Two,The Expendables,Gettin' Filthy,2004-09-28,False,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,0.728,0.5,4,-6.214,0,0.0344,0.0749,5.84e-06,0.108,0.382,138.528,audio_features,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/audio-analysis/260F1LrhRMiuXOZIaypMZd,283427,4,reggae
260F1LrhRMiuXOZIaypMZd,Bowl For Two,The Expendables,Gettin' Filthy,2004-09-28,False,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,0.728,0.5,4,-6.214,0,0.0344,0.0749,5.84e-06,0.108,0.382,138.528,audio_features,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/audio-analysis/260F1LrhRMiuXOZIaypMZd,283427,4,reggae
260F1LrhRMiuXOZIaypMZd,Bowl For Two,The Expendables,Gettin' Filthy,2004-09-28,False,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,0.728,0.5,4,-6.214,0,0.0344,0.0749,5.84e-06,0.108,0.382,138.528,audio_features,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/audio-analysis/260F1LrhRMiuXOZIaypMZd,283427,4,reggae
260F1LrhRMiuXOZIaypMZd,Bowl For Two,The Expendables,Gettin' Filthy,2004-09-28,False,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,0.728,0.5,4,-6.214,0,0.0344,0.0749,5.84e-06,0.108,0.382,138.528,audio_features,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/audio-analysis/260F1LrhRMiuXOZIaypMZd,283427,4,reggae
260F1LrhRMiuXOZIaypMZd,Bowl For Two,The Expendables,Gettin' Filthy,2004-09-28,False,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,0.728,0.5,4,-6.214,0,0.0344,0.0749,5.84e-06,0.108,0.382,138.528,audio_features,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/audio-analysis/260F1LrhRMiuXOZIaypMZd,283427,4,reggae
260F1LrhRMiuXOZIaypMZd,Bowl For Two,The Expendables,Gettin' Filthy,2004-09-28,False,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,0.728,0.5,4,-6.214,0,0.0344,0.0749,5.84e-06,0.108,0.382,138.528,audio_features,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/audio-analysis/260F1LrhRMiuXOZIaypMZd,283427,4,reggae
260F1LrhRMiuXOZIaypMZd,Bowl For Two,The Expendables,Gettin' Filthy,2004-09-28,False,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,0.728,0.5,4,-6.214,0,0.0344,0.0749,5.84e-06,0.108,0.382,138.528,audio_features,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/audio-analysis/260F1LrhRMiuXOZIaypMZd,283427,4,reggae
260F1LrhRMiuXOZIaypMZd,Bowl For Two,The Expendables,Gettin' Filthy,2004-09-28,False,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,0.728,0.5,4,-6.214,0,0.0344,0.0749,5.84e-06,0.108,0.382,138.528,audio_features,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/audio-analysis/260F1LrhRMiuXOZIaypMZd,283427,4,reggae
260F1LrhRMiuXOZIaypMZd,Bowl For Two,The Expendables,Gettin' Filthy,2004-09-28,False,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,0.728,0.5,4,-6.214,0,0.0344,0.0749,5.84e-06,0.108,0.382,138.528,audio_features,260F1LrhRMiuXOZIaypMZd,spotify:track:260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/audio-analysis/260F1LrhRMiuXOZIaypMZd,283427,4,reggae
26JRni5Lqiyd9GNnlaz6DI,Three Little Birds,Bob Marley & The Wailers,Legend (Deluxe Edition),2002-01-01,False,26JRni5Lqiyd9GNnlaz6DI,spotify:track:26JRni5Lqiyd9GNnlaz6DI,0.781,0.478,9,-10.54,1,0.0855,0.0109,1.01e-06,0.0399,0.643,73.962,audio_features,26JRni5Lqiyd9GNnlaz6DI,spotify:track:26JRni5Lqiyd9GNnlaz6DI,https://api.spotify.com/v1/tracks/26JRni5Lqiyd9GNnlaz6DI,https://api.spotify.com/v1/audio-analysis/26JRni5Lqiyd9GNnlaz6DI,180533,4,reggae
26JRni5Lqiyd9GNnlaz6DI,Three Little Birds,Bob Marley & The Wailers,Legend (Deluxe Edition),2002-01-01,False,26JRni5Lqiyd9GNnlaz6DI,spotify:track:26JRni5Lqiyd9GNnlaz6DI,0.781,0.478,9,-10.54,1,0.0855,0.0109,1.01e-06,0.0399,0.643,73.962,audio_features,26JRni5Lqiyd9GNnlaz6DI,spotify:track:26JRni5Lqiyd9GNnlaz6DI,https://api.spotify.com/v1/tracks/26JRni5Lqiyd9GNnlaz6DI,https://api.spotify.com/v1/audio-analysis/26JRni5Lqiyd9GNnlaz6DI,180533,4,reggae
26JRni5Lqiyd9GNnlaz6DI,Three Little Birds,Bob Marley & The Wailers,Legend (Deluxe Edition),2002-01-01,False,26JRni5Lqiyd9GNnlaz6DI,spotify:track:26JRni5Lqiyd9GNnlaz6DI,0.781,0.478,9,-10.54,1,0.0855,0.0109,1.01e-06,0.0399,0.643,73.962,audio_features,26JRni5Lqiyd9GNnlaz6DI,spotify:track:26JRni5Lqiyd9GNnlaz6DI,https://api.spotify.com/v1/tracks/26JRni5Lqiyd9GNnlaz6DI,https://api.spotify.com/v1/audio-analysis/26JRni5Lqiyd9GNnlaz6DI,180533,4,reggae
26JRni5Lqiyd9GNnlaz6DI,Three Little Birds,Bob Marley & The Wailers,Legend (Deluxe Edition),2002-01-01,False,26JRni5Lqiyd9GNnlaz6DI,spotify:track:26JRni5Lqiyd9GNnlaz6DI,0.781,0.478,9,-10.54,1,0.0855,0.0109,1.01e-06,0.0399,0.643,73.962,audio_features,26JRni5Lqiyd9GNnlaz6DI,spotify:track:26JRni5Lqiyd9GNnlaz6DI,https://api.spotify.com/v1/tracks/26JRni5Lqiyd9GNnlaz6DI,https://api.spotify.com/v1/audio-analysis/26JRni5Lqiyd9GNnlaz6DI,180533,4,reggae
26dvPkoRj8vV0j2MeNfZkm,Solomon,Junior Murvin,Police & Thieves,1977-01-01,False,26dvPkoRj8vV0j2MeNfZkm,spotify:track:26dvPkoRj8vV0j2MeNfZkm,0.892,0.61,2,-12.307,1,0.139,0.0148,4.57e-05,0.0967,0.982,137.704,audio_features,26dvPkoRj8vV0j2MeNfZkm,spotify:track:26dvPkoRj8vV0j2MeNfZkm,https://api.spotify.com/v1/tracks/26dvPkoRj8vV0j2MeNfZkm,https://api.spotify.com/v1/audio-analysis/26dvPkoRj8vV0j2MeNfZkm,236126,4,reggae
26gipChfEtjUUEggOXFHIl,Sweet Love,Fortunate Youth,Irie State of Mind,2012-04-03,False,26gipChfEtjUUEggOXFHIl,spotify:track:26gipChfEtjUUEggOXFHIl,0.864,0.643,8,-6.506,1,0.0388,0.442,0.0,0.116,0.952,138.056,audio_features,26gipChfEtjUUEggOXFHIl,spotify:track:26gipChfEtjUUEggOXFHIl,https://api.spotify.com/v1/tracks/26gipChfEtjUUEggOXFHIl,https://api.spotify.com/v1/audio-analysis/26gipChfEtjUUEggOXFHIl,277067,4,reggae
27UOtEf7KYA7rEcxguTUuh,Imagine That,Janet Kay,The Definitive Hits Collection (1977-1985),2011-06-11,False,27UOtEf7KYA7rEcxguTUuh,spotify:track:27UOtEf7KYA7rEcxguTUuh,0.795,0.462,0,-15.751,0,0.0732,0.0589,9.03e-05,0.0659,0.816,138.975,audio_features,27UOtEf7KYA7rEcxguTUuh,spotify:track:27UOtEf7KYA7rEcxguTUuh,https://api.spotify.com/v1/tracks/27UOtEf7KYA7rEcxguTUuh,https://api.spotify.com/v1/audio-analysis/27UOtEf7KYA7rEcxguTUuh,216373,4,reggae
27oXvxA1gCZO71kGge5gRA,Draw Your Brakes,Scotty,The Harder They Come,1972-01-01,False,27oXvxA1gCZO71kGge5gRA,spotify:track:27oXvxA1gCZO71kGge5gRA,0.821,0.421,5,-11.111,1,0.177,0.00171,0.0,0.179,0.672,82.008,audio_features,27oXvxA1gCZO71kGge5gRA,spotify:track:27oXvxA1gCZO71kGge5gRA,https://api.spotify.com/v1/tracks/27oXvxA1gCZO71kGge5gRA,https://api.spotify.com/v1/audio-analysis/27oXvxA1gCZO71kGge5gRA,175907,4,reggae
280GUUkqaTBa12SCpQdlip,Murder She Wrote,Chaka Demus & Pliers,Tease Me,1993-01-01,False,280GUUkqaTBa12SCpQdlip,spotify:track:280GUUkqaTBa12SCpQdlip,0.884,0.747,11,-9.153,0,0.12,0.161,0.000242,0.332,0.941,95.103,audio_features,280GUUkqaTBa12SCpQdlip,spotify:track:280GUUkqaTBa12SCpQdlip,https://api.spotify.com/v1/tracks/280GUUkqaTBa12SCpQdlip,https://api.spotify.com/v1/audio-analysis/280GUUkqaTBa12SCpQdlip,244785,4,reggae
286bpRdcpueYPc7gLIvrzU,Safe And Sound,Rebelution,Courage To Grow,2007-06-08,False,286bpRdcpueYPc7gLIvrzU,spotify:track:286bpRdcpueYPc7gLIvrzU,0.83,0.59,8,-7.655,0,0.0742,0.00334,0.0,0.0615,0.524,77.664,audio_features,286bpRdcpueYPc7gLIvrzU,spotify:track:286bpRdcpueYPc7gLIvrzU,https://api.spotify.com/v1/tracks/286bpRdcpueYPc7gLIvrzU,https://api.spotify.com/v1/audio-analysis/286bpRdcpueYPc7gLIvrzU,228773,4,reggae
28DatDsdsMJ1lBgoUm3dfu,"Blood of the Prophet, Pt. 2",Max Romeo,Revelation Time (Deluxe Edition),1975-01-01,False,28DatDsdsMJ1lBgoUm3dfu,spotify:track:28DatDsdsMJ1lBgoUm3dfu,0.755,0.392,1,-13.773,1,0.105,0.0427,0.933,0.072,0.797,122.429,audio_features,28DatDsdsMJ1lBgoUm3dfu,spotify:track:28DatDsdsMJ1lBgoUm3dfu,https://api.spotify.com/v1/tracks/28DatDsdsMJ1lBgoUm3dfu,https://api.spotify.com/v1/audio-analysis/28DatDsdsMJ1lBgoUm3dfu,175213,4,reggae
28SKEi3NKRYoDO44vea0ws,Pressure Drop,Toots & The Maytals,Toots & The Maytals - Pressure Drop,2013-03-15,False,28SKEi3NKRYoDO44vea0ws,spotify:track:28SKEi3NKRYoDO44vea0ws,0.629,0.713,8,-4.642,1,0.037,0.624,0.0,0.059,0.982,146.265,audio_features,28SKEi3NKRYoDO44vea0ws,spotify:track:28SKEi3NKRYoDO44vea0ws,https://api.spotify.com/v1/tracks/28SKEi3NKRYoDO44vea0ws,https://api.spotify.com/v1/audio-analysis/28SKEi3NKRYoDO44vea0ws,176213,4,reggae
28U0JsvD3rf0Hg4QXFrpoP,High Grade Morning (feat. Protoje),Dennis Brown,King Jammy Presents: Dennis Brown Tracks Of Life,2018-09-14,False,28U0JsvD3rf0Hg4QXFrpoP,spotify:track:28U0JsvD3rf0Hg4QXFrpoP,0.652,0.714,6,-5.071,0,0.289,0.191,0.0,0.123,0.853,76.694,audio_features,28U0JsvD3rf0Hg4QXFrpoP,spotify:track:28U0JsvD3rf0Hg4QXFrpoP,https://api.spotify.com/v1/tracks/28U0JsvD3rf0Hg4QXFrpoP,https://api.spotify.com/v1/audio-analysis/28U0JsvD3rf0Hg4QXFrpoP,217760,4,reggae
28ik7bti00MF9XHdVcjMHn,Backyard,Mad Caddies,Keep It Going,2007-05-01,False,28ik7bti00MF9XHdVcjMHn,spotify:track:28ik7bti00MF9XHdVcjMHn,0.781,0.646,1,-5.718,0,0.0742,0.0196,0.0,0.267,0.873,85.988,audio_features,28ik7bti00MF9XHdVcjMHn,spotify:track:28ik7bti00MF9XHdVcjMHn,https://api.spotify.com/v1/tracks/28ik7bti00MF9XHdVcjMHn,https://api.spotify.com/v1/audio-analysis/28ik7bti00MF9XHdVcjMHn,181813,4,reggae
28kIH16AraOQKkUdHeR7kT,Rivers Of Babylon,The Melodians,The Harder They Come,1972-01-01,False,28kIH16AraOQKkUdHeR7kT,spotify:track:28kIH16AraOQKkUdHeR7kT,0.756,0.463,7,-10.465,1,0.0406,0.587,0.000793,0.118,0.863,106.733,audio_features,28kIH16AraOQKkUdHeR7kT,spotify:track:28kIH16AraOQKkUdHeR7kT,https://api.spotify.com/v1/tracks/28kIH16AraOQKkUdHeR7kT,https://api.spotify.com/v1/audio-analysis/28kIH16AraOQKkUdHeR7kT,255267,4,reggae
295vEhzGX9nuKjGjb2m4Dv,Prophet Rides Again,Capleton,Prophet Rides Again (Inkalink Allstars),2011,False,295vEhzGX9nuKjGjb2m4Dv,spotify:track:295vEhzGX9nuKjGjb2m4Dv,0.773,0.633,6,-5.521,0,0.326,0.0256,0.0,0.243,0.708,86.82,audio_features,295vEhzGX9nuKjGjb2m4Dv,spotify:track:295vEhzGX9nuKjGjb2m4Dv,https://api.spotify.com/v1/tracks/295vEhzGX9nuKjGjb2m4Dv,https://api.spotify.com/v1/audio-analysis/295vEhzGX9nuKjGjb2m4Dv,202326,4,reggae
29UqH7RmYVLVsDs1m7DyJv,Rebel Love,Nattali Rize,New Era Frequency,2015-08-07,False,29UqH7RmYVLVsDs1m7DyJv,spotify:track:29UqH7RmYVLVsDs1m7DyJv,0.703,0.718,10,-6.13,1,0.0927,0.282,0.0,0.31,0.793,159.983,audio_features,29UqH7RmYVLVsDs1m7DyJv,spotify:track:29UqH7RmYVLVsDs1m7DyJv,https://api.spotify.com/v1/tracks/29UqH7RmYVLVsDs1m7DyJv,https://api.spotify.com/v1/audio-analysis/29UqH7RmYVLVsDs1m7DyJv,194067,4,reggae
2A2zxpj3E9zJuFnqxYTVSx,Sad To Know (You're Leaving),Gregory Isaacs,Night Nurse,1982-01-01,False,2A2zxpj3E9zJuFnqxYTVSx,spotify:track:2A2zxpj3E9zJuFnqxYTVSx,0.869,0.348,2,-11.791,1,0.16,0.115,0.0459,0.0366,0.964,76.702,audio_features,2A2zxpj3E9zJuFnqxYTVSx,spotify:track:2A2zxpj3E9zJuFnqxYTVSx,https://api.spotify.com/v1/tracks/2A2zxpj3E9zJuFnqxYTVSx,https://api.spotify.com/v1/audio-analysis/2A2zxpj3E9zJuFnqxYTVSx,252267,4,reggae
2AFJm70C2psT6i9IM5WF2U,Concrete Jungle,Bob Marley & The Wailers,Catch A Fire,1973-04-13,False,2AFJm70C2psT6i9IM5WF2U,spotify:track:2AFJm70C2psT6i9IM5WF2U,0.699,0.568,2,-11.261,1,0.105,0.379,0.00913,0.336,0.702,96.565,audio_features,2AFJm70C2psT6i9IM5WF2U,spotify:track:2AFJm70C2psT6i9IM5WF2U,https://api.spotify.com/v1/tracks/2AFJm70C2psT6i9IM5WF2U,https://api.spotify.com/v1/audio-analysis/2AFJm70C2psT6i9IM5WF2U,252933,4,reggae
2AGYfImxzPfrxPYvcDP15B,Leggo Beast,Steel Pulse,Smash Hits,1993-01-15,False,2AGYfImxzPfrxPYvcDP15B,spotify:track:2AGYfImxzPfrxPYvcDP15B,0.82,0.681,10,-7.935,0,0.0495,0.0814,0.0,0.0432,0.966,150.754,audio_features,2AGYfImxzPfrxPYvcDP15B,spotify:track:2AGYfImxzPfrxPYvcDP15B,https://api.spotify.com/v1/tracks/2AGYfImxzPfrxPYvcDP15B,https://api.spotify.com/v1/audio-analysis/2AGYfImxzPfrxPYvcDP15B,223173,4,reggae
2Ab9mi9CtcjwZdWFyKvhpk,Let's Go to Zion,Winston Francis,Mr Fix It / California Dreaming,2017-09-18,False,2Ab9mi9CtcjwZdWFyKvhpk,spotify:track:2Ab9mi9CtcjwZdWFyKvhpk,0.879,0.491,7,-15.426,0,0.0636,0.751,0.0746,0.129,0.967,129.255,audio_features,2Ab9mi9CtcjwZdWFyKvhpk,spotify:track:2Ab9mi9CtcjwZdWFyKvhpk,https://api.spotify.com/v1/tracks/2Ab9mi9CtcjwZdWFyKvhpk,https://api.spotify.com/v1/audio-analysis/2Ab9mi9CtcjwZdWFyKvhpk,341473,4,reggae
2Ak31ZgHWeWnTaR1xBblWW,Unusual,Dan P and the Bricks,When We Were Fearless,2018-02-02,False,2Ak31ZgHWeWnTaR1xBblWW,spotify:track:2Ak31ZgHWeWnTaR1xBblWW,0.707,0.737,9,-4.793,1,0.0297,0.0778,0.0,0.0678,0.954,122.984,audio_features,2Ak31ZgHWeWnTaR1xBblWW,spotify:track:2Ak31ZgHWeWnTaR1xBblWW,https://api.spotify.com/v1/tracks/2Ak31ZgHWeWnTaR1xBblWW,https://api.spotify.com/v1/audio-analysis/2Ak31ZgHWeWnTaR1xBblWW,190896,4,reggae
2Ak3E6EIm3Ivpn2PZ4ME5l,Jah Jah City,Capleton,The Very Best of Capleton Gold [Limited Edition],2009-06-01,True,2Ak3E6EIm3Ivpn2PZ4ME5l,spotify:track:2Ak3E6EIm3Ivpn2PZ4ME5l,0.608,0.594,10,-9.158,0,0.516,0.084,0.0,0.188,0.872,137.145,audio_features,2Ak3E6EIm3Ivpn2PZ4ME5l,spotify:track:2Ak3E6EIm3Ivpn2PZ4ME5l,https://api.spotify.com/v1/tracks/2Ak3E6EIm3Ivpn2PZ4ME5l,https://api.spotify.com/v1/audio-analysis/2Ak3E6EIm3Ivpn2PZ4ME5l,213627,4,reggae
2B32SnXUJtWfOCUQqn3Gfy,Kojak,"Lee ""Scratch"" Perry",Revolution Dub,1975,False,2B32SnXUJtWfOCUQqn3Gfy,spotify:track:2B32SnXUJtWfOCUQqn3Gfy,0.84,0.353,0,-15.056,1,0.181,0.0055,0.16,0.0912,0.237,75.641,audio_features,2B32SnXUJtWfOCUQqn3Gfy,spotify:track:2B32SnXUJtWfOCUQqn3Gfy,https://api.spotify.com/v1/tracks/2B32SnXUJtWfOCUQqn3Gfy,https://api.spotify.com/v1/audio-analysis/2B32SnXUJtWfOCUQqn3Gfy,221067,4,reggae
2BX7M95kDw1NbmgZLgFl8H,One Step Forward,Max Romeo,War Ina Babylon (Expanded Edition),1976-01-01,False,2BX7M95kDw1NbmgZLgFl8H,spotify:track:2BX7M95kDw1NbmgZLgFl8H,0.917,0.568,5,-7.651,0,0.0606,0.015,0.0,0.0742,0.821,132.336,audio_features,2BX7M95kDw1NbmgZLgFl8H,spotify:track:2BX7M95kDw1NbmgZLgFl8H,https://api.spotify.com/v1/tracks/2BX7M95kDw1NbmgZLgFl8H,https://api.spotify.com/v1/audio-analysis/2BX7M95kDw1NbmgZLgFl8H,310333,4,reggae
2Bh2lDeuQfRTOsmvKRfgyQ,I'm Still In Love With You,Marcia Aitken,Reggae Impact,2014-06-06,False,2Bh2lDeuQfRTOsmvKRfgyQ,spotify:track:2Bh2lDeuQfRTOsmvKRfgyQ,0.886,0.517,7,-7.178,1,0.0904,0.0432,0.0707,0.0506,0.598,80.525,audio_features,2Bh2lDeuQfRTOsmvKRfgyQ,spotify:track:2Bh2lDeuQfRTOsmvKRfgyQ,https://api.spotify.com/v1/tracks/2Bh2lDeuQfRTOsmvKRfgyQ,https://api.spotify.com/v1/audio-analysis/2Bh2lDeuQfRTOsmvKRfgyQ,222933,4,reggae
2CFxgaypHjxdYWgfGFoDs0,Babylon Too Rough,Gregory Isaacs,Total Reggae: Classic Roots,2009-05-01,False,2CFxgaypHjxdYWgfGFoDs0,spotify:track:2CFxgaypHjxdYWgfGFoDs0,0.777,0.418,8,-8.084,0,0.112,0.137,0.011,0.263,0.606,73.283,audio_features,2CFxgaypHjxdYWgfGFoDs0,spotify:track:2CFxgaypHjxdYWgfGFoDs0,https://api.spotify.com/v1/tracks/2CFxgaypHjxdYWgfGFoDs0,https://api.spotify.com/v1/audio-analysis/2CFxgaypHjxdYWgfGFoDs0,173560,4,reggae
2CFxgaypHjxdYWgfGFoDs0,Babylon Too Rough,Gregory Isaacs,Total Reggae: Classic Roots,2009-05-01,False,2CFxgaypHjxdYWgfGFoDs0,spotify:track:2CFxgaypHjxdYWgfGFoDs0,0.777,0.418,8,-8.084,0,0.112,0.137,0.011,0.263,0.606,73.283,audio_features,2CFxgaypHjxdYWgfGFoDs0,spotify:track:2CFxgaypHjxdYWgfGFoDs0,https://api.spotify.com/v1/tracks/2CFxgaypHjxdYWgfGFoDs0,https://api.spotify.com/v1/audio-analysis/2CFxgaypHjxdYWgfGFoDs0,173560,4,reggae
2CFxgaypHjxdYWgfGFoDs0,Babylon Too Rough,Gregory Isaacs,Total Reggae: Classic Roots,2009-05-01,False,2CFxgaypHjxdYWgfGFoDs0,spotify:track:2CFxgaypHjxdYWgfGFoDs0,0.777,0.418,8,-8.084,0,0.112,0.137,0.011,0.263,0.606,73.283,audio_features,2CFxgaypHjxdYWgfGFoDs0,spotify:track:2CFxgaypHjxdYWgfGFoDs0,https://api.spotify.com/v1/tracks/2CFxgaypHjxdYWgfGFoDs0,https://api.spotify.com/v1/audio-analysis/2CFxgaypHjxdYWgfGFoDs0,173560,4,reggae
2CFxgaypHjxdYWgfGFoDs0,Babylon Too Rough,Gregory Isaacs,Total Reggae: Classic Roots,2009-05-01,False,2CFxgaypHjxdYWgfGFoDs0,spotify:track:2CFxgaypHjxdYWgfGFoDs0,0.777,0.418,8,-8.084,0,0.112,0.137,0.011,0.263,0.606,73.283,audio_features,2CFxgaypHjxdYWgfGFoDs0,spotify:track:2CFxgaypHjxdYWgfGFoDs0,https://api.spotify.com/v1/tracks/2CFxgaypHjxdYWgfGFoDs0,https://api.spotify.com/v1/audio-analysis/2CFxgaypHjxdYWgfGFoDs0,173560,4,reggae
2DfttwEcjwuMyxXW75YnzT,Love of My People,Skarra Mucci,912,2010-02-07,False,2DfttwEcjwuMyxXW75YnzT,spotify:track:2DfttwEcjwuMyxXW75YnzT,0.753,0.65,6,-7.013,1,0.342,0.311,0.0,0.0723,0.936,83.901,audio_features,2DfttwEcjwuMyxXW75YnzT,spotify:track:2DfttwEcjwuMyxXW75YnzT,https://api.spotify.com/v1/tracks/2DfttwEcjwuMyxXW75YnzT,https://api.spotify.com/v1/audio-analysis/2DfttwEcjwuMyxXW75YnzT,223314,4,reggae
2DqI1hxEoO2TwpmY7JSs0M,Roots Rocking,Aswad,Live & Direct,1983-01-01,False,2DqI1hxEoO2TwpmY7JSs0M,spotify:track:2DqI1hxEoO2TwpmY7JSs0M,0.699,0.408,8,-14.477,1,0.215,0.459,0.000352,0.751,0.781,67.661,audio_features,2DqI1hxEoO2TwpmY7JSs0M,spotify:track:2DqI1hxEoO2TwpmY7JSs0M,https://api.spotify.com/v1/tracks/2DqI1hxEoO2TwpmY7JSs0M,https://api.spotify.com/v1/audio-analysis/2DqI1hxEoO2TwpmY7JSs0M,245827,4,reggae
2DvauTxGz0qmwyx965mybu,A Likkle Bit Ah Herb,New Kingston,High Society Reggae,2018-04-20,False,2DvauTxGz0qmwyx965mybu,spotify:track:2DvauTxGz0qmwyx965mybu,0.639,0.817,5,-5.09,0,0.212,0.0578,0.0,0.398,0.822,140.96,audio_features,2DvauTxGz0qmwyx965mybu,spotify:track:2DvauTxGz0qmwyx965mybu,https://api.spotify.com/v1/tracks/2DvauTxGz0qmwyx965mybu,https://api.spotify.com/v1/audio-analysis/2DvauTxGz0qmwyx965mybu,235307,4,reggae
2FXXYQIa5nCCvBuroKGrxW,Patience,The Upsetters,Super Ape,1976-01-01,False,2FXXYQIa5nCCvBuroKGrxW,spotify:track:2FXXYQIa5nCCvBuroKGrxW,0.838,0.439,11,-19.065,0,0.113,0.00144,0.888,0.129,0.957,126.417,audio_features,2FXXYQIa5nCCvBuroKGrxW,spotify:track:2FXXYQIa5nCCvBuroKGrxW,https://api.spotify.com/v1/tracks/2FXXYQIa5nCCvBuroKGrxW,https://api.spotify.com/v1/audio-analysis/2FXXYQIa5nCCvBuroKGrxW,230400,4,reggae
