,track_id,track_name,track_uri,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1536,0Rj2yNpEvXOl8yn9UOuIRs,Gyal You A Party Animal - Remix,spotify:track:0Rj2yNpEvXOl8yn9UOuIRs,Gyal You A Party Animal (Remix),0.729,0.894,0,-4.054,1,0.0798,0.0612,0.0,0.36,0.757,101.053,audio_features,0Rj2yNpEvXOl8yn9UOuIRs,spotify:track:0Rj2yNpEvXOl8yn9UOuIRs,https://api.spotify.com/v1/tracks/0Rj2yNpEvXOl8yn9UOuIRs,https://api.spotify.com/v1/audio-analysis/0Rj2yNpEvXOl8yn9UOuIRs,224320,4
1537,7rj8aNwZqTvrUeLlAyNWtZ,Gyal You A Party Animal,spotify:track:7rj8aNwZqTvrUeLlAyNWtZ,Gyal You A Party Animal,0.588,0.841,0,-5.137,1,0.0932,0.026,0.0,0.33,0.871,134.577,audio_features,7rj8aNwZqTvrUeLlAyNWtZ,spotify:track:7rj8aNwZqTvrUeLlAyNWtZ,https://api.spotify.com/v1/tracks/7rj8aNwZqTvrUeLlAyNWtZ,https://api.spotify.com/v1/audio-analysis/7rj8aNwZqTvrUeLlAyNWtZ,214867,5
1538,0y23YRU3aGow5n6vZ1bwAD,My Life,spotify:track:0y23YRU3aGow5n6vZ1bwAD,Gangsta City,0.87,0.695,8,-8.417,1,0.226,0.816,0.00137,0.135,0.76,98.55,audio_features,0y23YRU3aGow5n6vZ1bwAD,spotify:track:0y23YRU3aGow5n6vZ1bwAD,https://api.spotify.com/v1/tracks/0y23YRU3aGow5n6vZ1bwAD,https://api.spotify.com/v1/audio-analysis/0y23YRU3aGow5n6vZ1bwAD,235333,4
1539,0l5pdI7IrOmPFWUAlZLqhX,Millennium Gallis,spotify:track:0l5pdI7IrOmPFWUAlZLqhX,Millennium Gallis,0.626,0.681,1,-5.204,1,0.249,0.105,0.0,0.118,0.195,90.842,audio_features,0l5pdI7IrOmPFWUAlZLqhX,spotify:track:0l5pdI7IrOmPFWUAlZLqhX,https://api.spotify.com/v1/tracks/0l5pdI7IrOmPFWUAlZLqhX,https://api.spotify.com/v1/audio-analysis/0l5pdI7IrOmPFWUAlZLqhX,194098,4
1540,5CWaYPulpYMRRl1ToR6yO7,Risky,spotify:track:5CWaYPulpYMRRl1ToR6yO7,A Good Time,0.714,0.702,8,-4.544,1,0.264,0.15,0.0,0.0993,0.74,126.511,audio_features,5CWaYPulpYMRRl1ToR6yO7,spotify:track:5CWaYPulpYMRRl1ToR6yO7,https://api.spotify.com/v1/tracks/5CWaYPulpYMRRl1ToR6yO7,https://api.spotify.com/v1/audio-analysis/5CWaYPulpYMRRl1ToR6yO7,270316,5
1541,2zsa7Z6gCA5eBg0p9pbyLs,I Know There's Gonna Be (Good Times),spotify:track:2zsa7Z6gCA5eBg0p9pbyLs,In Colour,0.564,0.594,11,-9.912,0,0.155,0.119,0.0,0.536,0.507,89.394,audio_features,2zsa7Z6gCA5eBg0p9pbyLs,spotify:track:2zsa7Z6gCA5eBg0p9pbyLs,https://api.spotify.com/v1/tracks/2zsa7Z6gCA5eBg0p9pbyLs,https://api.spotify.com/v1/audio-analysis/2zsa7Z6gCA5eBg0p9pbyLs,213622,4
1542,0OkZO8SN69SlpgBw5KPtn9,Nuh Compatible,spotify:track:0OkZO8SN69SlpgBw5KPtn9,Nuh Compatible,0.61,0.707,5,-3.96,0,0.225,0.515,0.0,0.136,0.602,173.723,audio_features,0OkZO8SN69SlpgBw5KPtn9,spotify:track:0OkZO8SN69SlpgBw5KPtn9,https://api.spotify.com/v1/tracks/0OkZO8SN69SlpgBw5KPtn9,https://api.spotify.com/v1/audio-analysis/0OkZO8SN69SlpgBw5KPtn9,200533,4
1543,7DiiIEEX6EMofsiAURhoUy,Anointed,spotify:track:7DiiIEEX6EMofsiAURhoUy,Anointed,0.749,0.583,9,-7.159,0,0.195,0.41,0.0,0.596,0.439,90.006,audio_features,7DiiIEEX6EMofsiAURhoUy,spotify:track:7DiiIEEX6EMofsiAURhoUy,https://api.spotify.com/v1/tracks/7DiiIEEX6EMofsiAURhoUy,https://api.spotify.com/v1/audio-analysis/7DiiIEEX6EMofsiAURhoUy,181537,4
1544,30ZEf757fxwpke4SKz5O2B,Tight in Size,spotify:track:30ZEf757fxwpke4SKz5O2B,Margarita Riddim,0.525,0.436,9,-9.3,1,0.288,0.79,0.0,0.122,0.635,169.924,audio_features,30ZEf757fxwpke4SKz5O2B,spotify:track:30ZEf757fxwpke4SKz5O2B,https://api.spotify.com/v1/tracks/30ZEf757fxwpke4SKz5O2B,https://api.spotify.com/v1/audio-analysis/30ZEf757fxwpke4SKz5O2B,171285,4
1545,3rzGrmWBSQfV9L8KdpFIyY,Feelings Too Heavy,spotify:track:3rzGrmWBSQfV9L8KdpFIyY,Feelings Too Heavy,0.847,0.382,5,-10.189,0,0.165,0.573,0.0,0.0842,0.706,98.006,audio_features,3rzGrmWBSQfV9L8KdpFIyY,spotify:track:3rzGrmWBSQfV9L8KdpFIyY,https://api.spotify.com/v1/tracks/3rzGrmWBSQfV9L8KdpFIyY,https://api.spotify.com/v1/audio-analysis/3rzGrmWBSQfV9L8KdpFIyY,175752,4
1546,2yZ6Re3uijkCNHsH8t7StM,Want This,spotify:track:2yZ6Re3uijkCNHsH8t7StM,Want This,0.685,0.607,8,-7.929,1,0.587,0.16,0.0,0.168,0.28,99.066,audio_features,2yZ6Re3uijkCNHsH8t7StM,spotify:track:2yZ6Re3uijkCNHsH8t7StM,https://api.spotify.com/v1/tracks/2yZ6Re3uijkCNHsH8t7StM,https://api.spotify.com/v1/audio-analysis/2yZ6Re3uijkCNHsH8t7StM,160800,4
1547,1lrrO0ker7afjH7DfmFD5X,Key Fi Mi Life,spotify:track:1lrrO0ker7afjH7DfmFD5X,Key Fi Mi Life - Single,0.71,0.589,7,-8.869,0,0.588,0.132,0.0,0.357,0.713,128.079,audio_features,1lrrO0ker7afjH7DfmFD5X,spotify:track:1lrrO0ker7afjH7DfmFD5X,https://api.spotify.com/v1/tracks/1lrrO0ker7afjH7DfmFD5X,https://api.spotify.com/v1/audio-analysis/1lrrO0ker7afjH7DfmFD5X,202005,5
